#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	994.35	0.62	0
1	3	977.52	2.54	0
1	4	950	6.46	0
1	5	926.89	10.96	0
1	6	900	17.13	0
1	7	850	29.34	0
1	8	800	42.06	0
1	9	750	54.51	0
1	10	700	65.97	0
1	11	649.99	75.8	0
1	12	600	83.23	0
1	13	550	87.33	0
1	14	500	89.42	0
1	15	450	89.98	0
1	16	400	89.18	0
1	17	350	87.01	0
1	18	300	83.46	0
1	19	250	78.48	0
1	20	200	71.88	0
1	21	150	63.33	0
1	22	100	52.1	0
1	23	75	45.13	0
1	24	50	36.9	0
1	25	25	26.46	0
1	26	12.5	19.52	0
1	27	7.5	15.71	0
1	28	5	13.23	0
1	29	1.27	7.08	0
1	30	0	0	0
1	31	1.27	-7.08	0
1	32	5	-13.23	0
1	33	7.5	-15.71	0
1	34	12.5	-19.52	0
1	35	25	-26.46	0
1	36	50	-36.9	0
1	37	75	-45.13	0
1	38	100	-52.1	0
1	39	150	-63.33	0
1	40	200	-71.88	0
1	41	250	-78.48	0
1	42	300	-83.46	0
1	43	350	-87.01	0
1	44	400	-89.18	0
1	45	450	-89.98	0
1	46	500	-89.42	0
1	47	550	-87.33	0
1	48	600	-83.23	0
1	49	649.99	-75.8	0
1	50	700	-65.97	0
1	51	750	-54.51	0
1	52	800	-42.06	0
1	53	850	-29.34	0
1	54	876.07	-22.9	0
1	55	900	-17.13	0
1	56	950	-6.46	0
1	57	977.52	-2.54	0
1	58	994.35	-0.62	0
1	0			
