#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	19.7	0
1	3	900	36.4	0
1	4	800	63.8	0
1	5	700	87.2	0
1	6	600	108.6	0
1	7	500	125	0
1	8	400	137.4	0
1	9	300	141.8	0
1	10	200	136.2	0
1	11	150	125.9	0
1	12	100	106.6	0
1	13	75	92.45	0
1	14	50	73.3	0
1	15	25	46.15	0
1	16	12.5	27.07	0
1	17	0	0	0
1	18	12.5	-8.03	0
1	19	25	-11.85	0
1	20	50	-10.7	0
1	21	75	-5.55	0
1	22	100	2.6	0
1	23	150	20.9	0
1	24	200	38.2	0
1	25	300	58.8	0
1	26	400	65.4	0
1	27	500	63	0
1	28	600	53.6	0
1	29	700	42.2	0
1	30	800	26.8	0
1	31	900	10.4	0
1	32	950	1.7	0
1	0			
