#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.29	9.37	0
1	3	900.57	18.42	0
1	4	850.76	27.29	0
1	5	800.88	35.77	0
1	6	750.9	43.72	0
1	7	700.85	50.99	0
1	8	650.73	57.41	0
1	9	600.53	62.88	0
1	10	550.29	67.2	0
1	11	500	70.18	0
1	12	449.68	71.53	0
1	13	399.36	71.38	0
1	14	349.03	69.83	0
1	15	298.72	67.02	0
1	16	248.43	62.9	0
1	17	198.17	57.31	0
1	18	147.98	50.06	0
1	19	97.88	40.67	0
1	20	72.89	34.87	0
1	21	47.97	28	0
1	22	23.18	19.35	0
1	23	10.89	13.72	0
1	24	6.07	10.61	0
1	25	3.72	8.61	0
1	26	0	0	0
1	27	6.28	-6.61	0
1	28	8.93	-7.81	0
1	29	14.11	-9.44	0
1	30	26.82	-11.91	0
1	31	52.03	-15.36	0
1	32	77.11	-17.91	0
1	33	102.12	-19.99	0
1	34	152.02	-23.14	0
1	35	201.83	-25.47	0
1	36	251.57	-27.1	0
1	37	301.28	-28.14	0
1	38	350.97	-28.63	0
1	39	400.64	-28.54	0
1	40	450.32	-27.73	0
1	41	500	-26.06	0
1	42	549.71	-23.4	0
1	43	599.47	-20.04	0
1	44	649.27	-16.21	0
1	45	699.15	-12.11	0
1	46	749.1	-7.92	0
1	47	799.12	-3.93	0
1	48	849.24	-0.37	0
1	49	899.43	2.26	0
1	50	949.71	3.27	0
1	0			
