#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.022	0.197	0
1	3	996.092	0.785	0
1	4	991.221	1.757	0
1	5	984.426	3.101	0
1	6	975.733	4.801	0
1	7	965.175	6.837	0
1	8	952.79	9.186	0
1	9	938.626	11.819	0
1	10	922.736	14.709	0
1	11	905.179	17.822	0
1	12	886.023	21.127	0
1	13	865.34	24.589	0
1	14	843.209	28.172	0
1	15	819.716	31.842	0
1	16	794.951	35.562	0
1	17	769.01	39.296	0
1	18	741.993	43.01	0
1	19	714.006	46.669	0
1	20	685.158	50.238	0
1	21	655.563	53.682	0
1	22	625.336	56.969	0
1	23	594.598	60.065	0
1	24	563.469	62.94	0
1	25	532.074	65.56	0
1	26	500.538	67.898	0
1	27	468.987	69.924	0
1	28	437.548	71.613	0
1	29	406.346	72.94	0
1	30	375.327	73.842	0
1	31	344.748	74.217	0
1	32	314.783	74.056	0
1	33	285.559	73.359	0
1	34	257.2	72.131	0
1	35	229.824	70.386	0
1	36	203.546	68.141	0
1	37	178.477	65.423	0
1	38	154.722	62.261	0
1	39	132.379	58.693	0
1	40	111.539	54.757	0
1	41	92.287	50.499	0
1	42	74.7	45.964	0
1	43	58.846	41.2	0
1	44	44.787	36.255	0
1	45	32.574	31.175	0
1	46	22.253	26.004	0
1	47	13.86	20.782	0
1	48	7.422	15.544	0
1	49	2.96	10.321	0
1	50	0.484	5.134	0
1	51	0	0	0
1	52	1.489	-4.937	0
1	53	4.926	-9.536	0
1	54	10.291	-13.793	0
1	55	17.557	-17.702	0
1	56	26.69	-21.259	0
1	57	37.649	-24.461	0
1	58	50.386	-27.304	0
1	59	64.847	-29.787	0
1	60	80.972	-31.911	0
1	61	98.696	-33.68	0
1	62	117.947	-35.1	0
1	63	138.652	-36.181	0
1	64	160.731	-36.935	0
1	65	184.099	-37.382	0
1	66	208.669	-37.54	0
1	67	234.35	-37.434	0
1	68	261.047	-37.093	0
1	69	288.661	-36.545	0
1	70	317.092	-35.823	0
1	71	346.235	-34.96	0
1	72	375.983	-33.99	0
1	73	406.272	-32.944	0
1	74	437.119	-31.767	0
1	75	468.222	-30.447	0
1	76	499.462	-29.009	0
1	77	530.716	-27.479	0
1	78	561.864	-25.88	0
1	79	592.784	-24.234	0
1	80	623.354	-22.561	0
1	81	653.454	-20.879	0
1	82	682.966	-19.203	0
1	83	711.773	-17.547	0
1	84	739.761	-15.921	0
1	85	766.817	-14.336	0
1	86	792.834	-12.801	0
1	87	817.708	-11.322	0
1	88	841.338	-9.906	0
1	89	863.629	-8.561	0
1	90	884.49	-7.291	0
1	91	903.838	-6.103	0
1	92	921.592	-5.004	0
1	93	937.68	-3.998	0
1	94	952.037	-3.092	0
1	95	964.602	-2.293	0
1	96	975.323	-1.605	0
1	97	984.157	-1.034	0
1	98	991.067	-0.585	0
1	99	996.023	-0.261	0
1	100	999.005	-0.065	0
1	0			
