#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.1	5.22	0
1	3	900.19	10.67	0
1	4	850.27	16.34	0
1	5	800.31	22	0
1	6	750.32	27.49	0
1	7	700.31	32.63	0
1	8	650.27	37.33	0
1	9	600.2	41.52	0
1	10	550.11	45.06	0
1	11	500	47.87	0
1	12	449.88	49.78	0
1	13	399.74	50.63	0
1	14	349.61	50.09	0
1	15	299.48	48.56	0
1	16	249.35	45.98	0
1	17	199.24	42.32	0
1	18	149.15	37.41	0
1	19	99.09	30.89	0
1	20	74.1	26.81	0
1	21	49.12	21.89	0
1	22	24.21	15.49	0
1	23	11.8	11.1	0
1	24	6.88	8.62	0
1	25	4.45	7.06	0
1	26	0	0	0
1	27	5.55	-6.06	0
1	28	8.12	-7.22	0
1	29	13.2	-8.96	0
1	30	25.79	-11.77	0
1	31	50.88	-15.57	0
1	32	75.9	-18.33	0
1	33	100.91	-20.55	0
1	34	150.85	-23.95	0
1	35	200.76	-26.4	0
1	36	250.65	-28.08	0
1	37	300.52	-29.12	0
1	38	350.39	-29.49	0
1	39	400.26	-29.21	0
1	40	450.12	-27.88	0
1	41	500	-25.81	0
1	42	549.89	-23.16	0
1	43	599.8	-20.1	0
1	44	649.73	-16.73	0
1	45	699.69	-13.19	0
1	46	749.68	-9.59	0
1	47	799.69	-6.08	0
1	48	849.73	-2.88	0
1	49	899.81	-0.33	0
1	50	949.9	1.1	0
1	0			
