#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.19	7.16	0
1	3	900.38	16.17	0
1	4	850.54	26.23	0
1	5	800.64	36.83	0
1	6	750.68	47.6	0
1	7	700.65	58.14	0
1	8	650.57	68.12	0
1	9	600.43	77.29	0
1	10	550.24	85.4	0
1	11	500	92.17	0
1	12	449.72	97.25	0
1	13	399.42	100.23	0
1	14	349.12	100.09	0
1	15	298.81	97.6	0
1	16	248.53	92.85	0
1	17	198.28	85.76	0
1	18	148.08	76.12	0
1	19	97.97	63.16	0
1	20	72.97	54.96	0
1	21	48.04	44.97	0
1	22	23.25	31.86	0
1	23	10.99	22.79	0
1	24	6.17	17.85	0
1	25	3.8	14.73	0
1	26	0	0	0
1	27	6.2	-13.73	0
1	28	8.83	-16.45	0
1	29	14.01	-20.65	0
1	30	26.75	-28.14	0
1	31	51.96	-38.65	0
1	32	77.03	-46.48	0
1	33	102.03	-52.82	0
1	34	151.92	-62.66	0
1	35	201.72	-69.84	0
1	36	251.47	-74.95	0
1	37	301.19	-78.16	0
1	38	350.88	-79.49	0
1	39	400.58	-78.81	0
1	40	450.28	-75.35	0
1	41	500	-70.11	0
1	42	549.76	-63.5	0
1	43	599.57	-55.87	0
1	44	649.43	-47.52	0
1	45	699.35	-38.7	0
1	46	749.36	-29.7	0
1	47	799.36	-20.91	0
1	48	849.46	-12.77	0
1	49	899.62	-5.83	0
1	50	949.81	-0.84	0
1	0			
