#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	998.93	0.2	0
1	3	995.72	0.79	0
1	4	990.39	1.76	0
1	5	982.96	3.11	0
1	6	973.47	4.82	0
1	7	961.94	6.86	0
1	8	948.44	9.19	0
1	9	933.01	11.79	0
1	10	915.73	14.66	0
1	11	896.68	17.85	0
1	12	875.92	21.37	0
1	13	853.55	25.18	0
1	14	829.67	29.21	0
1	15	804.38	33.43	0
1	16	777.79	37.86	0
1	17	750	42.53	0
1	18	721.14	47.44	0
1	19	691.34	52.45	0
1	20	660.72	57.4	0
1	21	629.41	62.23	0
1	22	597.55	66.91	0
1	23	565.26	71.34	0
1	24	532.7	75.35	0
1	25	500	78.91	0
1	26	467.3	82.04	0
1	27	434.74	84.61	0
1	28	402.45	86.52	0
1	29	370.59	87.76	0
1	30	339.28	88.27	0
1	31	308.66	88.08	0
1	32	278.86	87.32	0
1	33	250	86.03	0
1	34	222.21	84.21	0
1	35	195.62	81.91	0
1	36	170.33	79.14	0
1	37	146.45	75.8	0
1	38	124.08	71.77	0
1	39	103.32	66.98	0
1	40	84.27	61.5	0
1	41	66.99	55.59	0
1	42	51.56	49.2	0
1	43	38.06	42.5	0
1	44	26.53	35.8	0
1	45	17.04	28.7	0
1	46	9.61	21.75	0
1	47	4.28	14.5	0
1	48	1.07	7.3	0
1	49	0	0	0
1	50	1.07	-4.6	0
1	51	4.28	-8.6	0
1	52	9.61	-12.24	0
1	53	17.04	-15.91	0
1	54	26.53	-19.02	0
1	55	38.06	-21.96	0
1	56	51.56	-24.93	0
1	57	66.99	-28	0
1	58	84.27	-31.16	0
1	59	103.32	-34.49	0
1	60	124.08	-38.08	0
1	61	146.45	-41.91	0
1	62	170.33	-45.83	0
1	63	195.62	-49.56	0
1	64	222.21	-52.88	0
1	65	250	-55.77	0
1	66	278.86	-58.27	0
1	67	308.66	-60.2	0
1	68	339.28	-61.46	0
1	69	370.59	-62.11	0
1	70	402.45	-62.11	0
1	71	434.74	-61.42	0
1	72	467.3	-60.13	0
1	73	500	-58.28	0
1	74	532.7	-55.9	0
1	75	565.26	-53.18	0
1	76	597.55	-50.16	0
1	77	629.41	-46.78	0
1	78	660.72	-43.14	0
1	79	691.34	-39.39	0
1	80	721.14	-35.64	0
1	81	750	-31.95	0
1	82	777.79	-28.41	0
1	83	804.38	-25.03	0
1	84	829.67	-21.82	0
1	85	853.55	-18.78	0
1	86	875.92	-15.94	0
1	87	896.68	-13.3	0
1	88	915.73	-10.87	0
1	89	933.01	-8.67	0
1	90	948.44	-6.71	0
1	91	961.94	-4.98	0
1	92	973.47	-3.49	0
1	93	982.96	-2.25	0
1	94	990.39	-1.27	0
1	95	995.72	-0.57	0
1	96	998.93	-0.14	0
1	0			
