#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	1.5	0
1	2	950	17.68	0
1	3	900	31.47	0
1	4	800	52.48	0
1	5	700	65.87	0
1	6	600	72.93	0
1	7	500	75	0
1	8	400	73.18	0
1	9	300	67.72	0
1	10	200	58.3	0
1	11	150	51.68	0
1	12	100	43.22	0
1	13	75	37.9	0
1	14	50	31.37	0
1	15	25	22.57	0
1	16	12.5	16.15	0
1	17	0	0	0
1	18	12.5	-16.15	0
1	19	25	-22.57	0
1	20	50	-31.37	0
1	21	75	-37.9	0
1	22	100	-43.22	0
1	23	150	-51.68	0
1	24	200	-58.3	0
1	25	300	-67.72	0
1	26	400	-73.18	0
1	27	500	-75	0
1	28	600	-72.93	0
1	29	700	-65.87	0
1	30	800	-52.48	0
1	31	900	-31.47	0
1	32	950	-17.68	0
1	0			
