#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.06	4.54	0
1	3	900.13	9	0
1	4	850.49	13.56	0
1	5	800.22	18.04	0
1	6	750.23	22.37	0
1	7	700.23	26.42	0
1	8	650.2	30.12	0
1	9	600.15	33.38	0
1	10	550.08	36.12	0
1	11	500	38.26	0
1	12	449.91	39.72	0
1	13	399.81	40.42	0
1	14	349.7	40.3	0
1	15	299.6	39.26	0
1	16	249.5	37.36	0
1	17	199.41	34.51	0
1	18	149.34	30.58	0
1	19	99.3	25.26	0
1	20	74.29	21.89	0
1	21	49.32	17.76	0
1	22	24.38	12.41	0
1	23	11.97	8.76	0
1	24	7.03	6.77	0
1	25	4.58	5.51	0
1	26	0	0	0
1	27	5.42	-4.51	0
1	28	7.97	-5.37	0
1	29	13.03	-6.62	0
1	30	25.62	-8.69	0
1	31	50.68	-11.44	0
1	32	75.71	-13.41	0
1	33	100.7	-14.92	0
1	34	150.66	-17.12	0
1	35	200.59	-18.59	0
1	36	250.5	-19.46	0
1	37	300.4	-19.82	0
1	38	350.3	-19.7	0
1	39	400.19	-19	0
1	40	450.09	-17.82	0
1	41	500	-16.2	0
1	42	549.92	-14.22	0
1	43	599.85	-11.96	0
1	44	649.8	-9.52	0
1	45	699.77	-6.98	0
1	46	749.27	-4.47	0
1	47	799.78	-2.12	0
1	48	849.81	-0.1	0
1	49	899.87	1.34	0
1	50	949.94	1.78	0
1	0			
