#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	8.9	0
1	3	900	16.3	0
1	4	800	29.3	0
1	5	700	43.2	0
1	6	600	54	0
1	7	500	62.5	0
1	8	400	67.2	0
1	9	300	67	0
1	10	200	60	0
1	11	150	53.6	0
1	12	100	44.6	0
1	13	75	39	0
1	14	50	31.3	0
1	15	25	21	0
1	16	12.5	14.5	0
1	17	0	0	0
1	18	12.5	-12.5	0
1	19	25	-16.5	0
1	20	50	-22	0
1	21	75	-25.3	0
1	22	100	-27.5	0
1	23	150	-30.5	0
1	24	200	-32	0
1	25	300	-31.2	0
1	26	400	-28.6	0
1	27	500	-25	0
1	28	600	-21	0
1	29	700	-16	0
1	30	800	-11	0
1	31	900	-6.3	0
1	32	950	-3.4	0
1	0			
