#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	1	0
1	2	950	8.56	0
1	3	900	15.56	0
1	4	800	27.67	0
1	5	700	37.33	0
1	6	600	44.33	0
1	7	500	48.56	0
1	8	400	50	0
1	9	300	48.56	0
1	10	200	44.11	0
1	11	150	40.56	0
1	12	100	35.33	0
1	13	75	31.78	0
1	14	50	27.22	0
1	15	25	20.44	0
1	16	12.5	15.11	0
1	17	0	0	0
1	18	12.5	-15.11	0
1	19	25	-20.44	0
1	20	50	-27.22	0
1	21	75	-31.78	0
1	22	100	-35.33	0
1	23	150	-40.56	0
1	24	200	-44.11	0
1	25	300	-48.56	0
1	26	400	-50	0
1	27	500	-48.56	0
1	28	600	-44.33	0
1	29	700	-37.33	0
1	30	800	-27.67	0
1	31	900	-15.56	0
1	32	950	-8.56	0
1	0			
