#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	998.93	0.06	0
1	3	995.72	0.24	0
1	4	990.39	0.53	0
1	5	982.96	0.96	0
1	6	973.47	1.57	0
1	7	961.94	2.44	0
1	8	948.44	3.68	0
1	9	933.01	5.39	0
1	10	915.73	7.61	0
1	11	896.68	10.35	0
1	12	875.92	13.59	0
1	13	853.55	17.3	0
1	14	829.67	21.49	0
1	15	804.38	26.13	0
1	16	777.79	31.17	0
1	17	750	36.55	0
1	18	721.14	42.16	0
1	19	691.34	47.93	0
1	20	660.72	53.73	0
1	21	629.41	59.47	0
1	22	597.55	65.02	0
1	23	565.26	70.29	0
1	24	532.7	75.15	0
1	25	500	79.49	0
1	26	467.3	83.21	0
1	27	434.74	86.2	0
1	28	402.45	88.39	0
1	29	370.59	89.69	0
1	30	339.28	90.07	0
1	31	308.66	89.55	0
1	32	278.86	88.2	0
1	33	250	86.11	0
1	34	222.21	83.36	0
1	35	195.62	79.99	0
1	36	170.33	76.07	0
1	37	146.45	71.68	0
1	38	124.08	66.88	0
1	39	103.32	61.71	0
1	40	84.27	56.2	0
1	41	66.99	50.41	0
1	42	51.56	44.42	0
1	43	38.06	38.33	0
1	44	26.53	32.14	0
1	45	17.04	25.61	0
1	46	9.61	18.61	0
1	47	4.28	11.64	0
1	48	1.07	5.39	0
1	49	0	0	0
1	50	1.07	-5.39	0
1	51	4.28	-11.64	0
1	52	9.61	-18.61	0
1	53	17.04	-25.61	0
1	54	26.53	-32.14	0
1	55	38.06	-38.33	0
1	56	51.56	-44.42	0
1	57	66.99	-50.41	0
1	58	84.27	-56.2	0
1	59	103.32	-61.71	0
1	60	124.08	-66.88	0
1	61	146.45	-71.68	0
1	62	170.33	-76.07	0
1	63	195.62	-79.99	0
1	64	222.21	-83.36	0
1	65	250	-86.11	0
1	66	278.86	-88.2	0
1	67	308.66	-89.55	0
1	68	339.28	-90.07	0
1	69	370.59	-89.69	0
1	70	402.45	-88.39	0
1	71	434.74	-86.2	0
1	72	467.3	-83.21	0
1	73	500	-79.49	0
1	74	532.7	-75.15	0
1	75	565.26	-70.29	0
1	76	597.55	-65.02	0
1	77	629.41	-59.47	0
1	78	660.72	-53.73	0
1	79	691.34	-47.93	0
1	80	721.14	-42.16	0
1	81	750	-36.55	0
1	82	777.79	-31.17	0
1	83	804.38	-26.13	0
1	84	829.67	-21.49	0
1	85	853.55	-17.3	0
1	86	875.92	-13.59	0
1	87	896.68	-10.35	0
1	88	915.73	-7.61	0
1	89	933.01	-5.39	0
1	90	948.44	-3.68	0
1	91	961.94	-2.44	0
1	92	973.47	-1.57	0
1	93	982.96	-0.96	0
1	94	990.39	-0.53	0
1	95	995.72	-0.24	0
1	96	998.93	-0.06	0
1	0			
