#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	1.2	0
1	2	950	10.27	0
1	3	900	18.67	0
1	4	800	33.2	0
1	5	700	44.8	0
1	6	600	53.2	0
1	7	500	58.27	0
1	8	400	60	0
1	9	300	58	0
1	10	200	50.93	0
1	11	150	44.93	0
1	12	100	36.53	0
1	13	75	31.33	0
1	14	50	24.93	0
1	15	25	16.8	0
1	16	12.5	11.33	0
1	17	0	0	0
1	18	12.5	-11.33	0
1	19	25	-16.8	0
1	20	50	-24.93	0
1	21	75	-31.33	0
1	22	100	-36.53	0
1	23	150	-44.93	0
1	24	200	-50.93	0
1	25	300	-58	0
1	26	400	-60	0
1	27	500	-58.27	0
1	28	600	-53.2	0
1	29	700	-44.8	0
1	30	800	-33.2	0
1	31	900	-18.67	0
1	32	950	-10.27	0
1	0			
