#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.017	0.152	0
1	3	996.073	0.607	0
1	4	991.179	1.359	0
1	5	984.353	2.399	0
1	6	975.622	3.715	0
1	7	965.019	5.292	0
1	8	952.585	7.112	0
1	9	938.369	9.155	0
1	10	922.424	11.398	0
1	11	904.814	13.818	0
1	12	885.605	16.391	0
1	13	864.874	19.09	0
1	14	842.699	21.891	0
1	15	819.169	24.766	0
1	16	794.374	27.689	0
1	17	768.412	30.634	0
1	18	741.384	33.574	0
1	19	713.397	36.483	0
1	20	684.561	39.335	0
1	21	654.988	42.102	0
1	22	624.796	44.761	0
1	23	594.103	47.282	0
1	24	563.032	49.642	0
1	25	531.704	51.814	0
1	26	500.245	53.773	0
1	27	468.779	55.493	0
1	28	437.431	56.953	0
1	29	406.326	58.128	0
1	30	375.506	58.978	0
1	31	345.153	59.444	0
1	32	315.413	59.512	0
1	33	286.405	59.175	0
1	34	258.248	58.43	0
1	35	231.057	57.279	0
1	36	204.942	55.729	0
1	37	180.009	53.792	0
1	38	156.359	51.483	0
1	39	134.088	48.823	0
1	40	113.284	45.836	0
1	41	94.032	42.551	0
1	42	76.407	38.997	0
1	43	60.479	35.206	0
1	44	46.31	31.212	0
1	45	33.955	27.046	0
1	46	23.46	22.74	0
1	47	14.865	18.323	0
1	48	8.202	13.821	0
1	49	3.494	9.255	0
1	50	0.757	4.644	0
1	51	0	0	0
1	52	1.216	-4.546	0
1	53	4.391	-8.863	0
1	54	9.511	-12.945	0
1	55	16.552	-16.783	0
1	56	25.484	-20.368	0
1	57	36.269	-23.689	0
1	58	48.863	-26.736	0
1	59	63.214	-29.5	0
1	60	79.265	-31.971	0
1	61	96.951	-34.142	0
1	62	116.203	-36.008	0
1	63	136.944	-37.567	0
1	64	159.094	-38.82	0
1	65	182.567	-39.771	0
1	66	207.273	-40.429	0
1	67	233.116	-40.804	0
1	68	259.998	-40.911	0
1	69	287.816	-40.768	0
1	70	316.463	-40.395	0
1	71	345.83	-39.815	0
1	72	375.804	-39.052	0
1	73	406.292	-38.13	0
1	74	437.236	-37.03	0
1	75	468.431	-35.755	0
1	76	499.755	-34.328	0
1	77	531.087	-32.773	0
1	78	562.302	-31.112	0
1	79	593.278	-29.367	0
1	80	623.894	-27.557	0
1	81	654.029	-25.701	0
1	82	683.564	-23.817	0
1	83	712.382	-21.922	0
1	84	740.369	-20.029	0
1	85	767.415	-18.154	0
1	86	793.411	-16.308	0
1	87	818.255	-14.506	0
1	88	841.848	-12.758	0
1	89	864.095	-11.076	0
1	90	884.908	-9.472	0
1	91	904.203	-7.958	0
1	92	921.904	-6.545	0
1	93	937.938	-5.244	0
1	94	952.242	-4.065	0
1	95	964.758	-3.02	0
1	96	975.435	-2.117	0
1	97	984.23	-1.366	0
1	98	991.109	-0.773	0
1	99	996.042	-0.345	0
1	100	999.009	-0.087	0
1	0			
