#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	949.7899	6.16	0
1	3	899.62	10.82	0
1	4	799.32	19.74	0
1	5	699.03	28.06	0
1	6	598.79	34.78	0
1	7	498.64	39.3	0
1	8	398.56	41.63	0
1	9	298.51	40.98	0
1	10	198.72	36.9	0
1	11	148.86	32.77	0
1	12	99.05	27.44	0
1	13	74.17	23.97	0
1	14	49.34	19.11	0
1	15	24.52	13.85	0
1	16	12.17	9.62	0
1	17	0	0	0
1	18	12.82	-9.16	0
1	19	25.43	-12.32	0
1	20	50.56	-16.25	0
1	21	75.65	-18.77	0
1	22	100.72	-20.71	0
1	23	150.79	-22.77	0
1	24	200.83	-24.03	0
1	25	300.82	-23.76	0
1	26	400.76	-21.89	0
1	27	500.64	-18.43	0
1	28	600.51	-14.56	0
1	29	700.37	-10.7	0
1	30	800.25	-7.23	0
1	31	900.14	-3.97	0
1	32	950.08	-2.43	0
1	0			
