#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.13	6.04	0
1	3	900.27	13.03	0
1	4	850.38	20.54	0
1	5	800.45	28.25	0
1	6	750.47	35.9	0
1	7	700.45	43.22	0
1	8	650.39	50.04	0
1	9	600.29	56.19	0
1	10	550.16	61.51	0
1	11	500	65.83	0
1	12	449.82	68.93	0
1	13	399.61	70.52	0
1	14	349.41	70.08	0
1	15	299.21	68.15	0
1	16	249.03	64.7	0
1	17	198.86	59.68	0
1	18	148.72	52.91	0
1	19	98.65	43.86	0
1	20	73.64	38.15	0
1	21	48.68	31.23	0
1	22	23.82	22.18	0
1	23	11.47	15.93	0
1	24	6.59	12.45	0
1	25	4.18	10.25	0
1	26	0	0	0
1	27	5.82	-9.25	0
1	28	8.41	-11.05	0
1	29	13.53	-13.79	0
1	30	26.18	-18.46	0
1	31	51.32	-24.91	0
1	32	76.36	-29.67	0
1	33	101.35	-33.52	0
1	34	151.28	-39.45	0
1	35	201.14	-43.76	0
1	36	250.97	-46.8	0
1	37	300.79	-48.71	0
1	38	350.59	-49.48	0
1	39	400.39	-49.1	0
1	40	450.18	-47.03	0
1	41	500	-43.77	0
1	42	549.84	-39.61	0
1	43	599.71	-34.77	0
1	44	649.61	-29.44	0
1	45	699.55	-23.78	0
1	46	749.53	-18	0
1	47	799.55	-12.33	0
1	48	849.62	-7.08	0
1	49	899.73	-2.69	0
1	50	949.87	0.28	0
1	0			
