#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.42	10.79	0
1	3	900.87	22.76	0
1	4	851.22	35.56	0
1	5	801.45	48.76	0
1	6	751.54	62.03	0
1	7	701.5	74.91	0
1	8	651.31	87.08	0
1	9	600.99	98.19	0
1	10	550.55	107.97	0
1	11	500	116.1	0
1	12	449.36	122.2	0
1	13	398.65	125.72	0
1	14	347.94	125.39	0
1	15	297.23	122.09	0
1	16	246.57	115.91	0
1	17	195.99	106.78	0
1	18	145.53	94.42	0
1	19	95.28	77.86	0
1	20	70.28	67.44	0
1	21	45.45	54.82	0
1	22	20.96	38.34	0
1	23	9.03	27.07	0
1	24	4.45	21.01	0
1	25	2.27	17.23	0
1	26	0	0	0
1	27	7.73	-15.23	0
1	28	10.55	-18.21	0
1	29	15.97	-22.79	0
1	30	29.04	-30.9	0
1	31	54.55	-42.18	0
1	32	79.72	-50.48	0
1	33	104.72	-57.18	0
1	34	154.47	-67.5	0
1	35	204.01	-74.94	0
1	36	253.43	-80.11	0
1	37	302.77	-83.21	0
1	38	352.06	-84.19	0
1	39	401.35	-82.88	0
1	40	450.64	-78.4	0
1	41	500	-71.98	0
1	42	549.45	-64.17	0
1	43	599.01	-55.35	0
1	44	648.69	-45.88	0
1	45	698.5	-36.03	0
1	46	748.46	-26.23	0
1	47	798.55	-16.92	0
1	48	848.78	-8.64	0
1	49	899.13	-2.08	0
1	50	949.58	1.85	0
1	0			
