#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.09	5.11	0
1	3	900.18	10.27	0
1	4	850.24	15.38	0
1	5	800.27	20.29	0
1	6	750.28	24.89	0
1	7	700.26	29.07	0
1	8	650.22	32.76	0
1	9	600.16	35.89	0
1	10	550.09	38.36	0
1	11	500	40.03	0
1	12	449.9	40.78	0
1	13	399.81	40.69	0
1	14	349.71	39.82	0
1	15	299.62	38.24	0
1	16	249.53	35.92	0
1	17	199.45	32.77	0
1	18	149.39	28.69	0
1	19	99.36	23.4	0
1	20	74.37	20.12	0
1	21	49.39	16.25	0
1	22	24.44	11.4	0
1	23	12	8.22	0
1	24	7.06	6.42	0
1	25	4.6	5.24	0
1	26	0	0	0
1	27	5.4	-4.24	0
1	28	7.94	-5.02	0
1	29	13	-6.08	0
1	30	25.56	-7.68	0
1	31	50.61	-9.93	0
1	32	75.63	-11.64	0
1	33	100.64	-13.06	0
1	34	150.61	-15.23	0
1	35	200.55	-16.85	0
1	36	250.47	-18.02	0
1	37	300.38	-18.8	0
1	38	350.29	-19.22	0
1	39	400.19	-19.27	0
1	40	450.1	-18.88	0
1	41	500	-17.97	0
1	42	549.91	-16.46	0
1	43	599.84	-14.47	0
1	44	649.78	-12.16	0
1	45	699.74	-9.63	0
1	46	749.72	-6.99	0
1	47	799.73	-4.37	0
1	48	849.76	-1.92	0
1	49	899.82	0.07	0
1	50	949.91	1.21	0
1	0			
