#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.3	9.61	0
1	3	900.6	22.3	0
1	4	850.81	36.06	0
1	5	800.93	50.01	0
1	6	750.95	63.45	0
1	7	700.89	75.68	0
1	8	650.75	86.1	0
1	9	600.54	93.94	0
1	10	550.28	98.28	0
1	11	500	100.45	0
1	12	449.71	100.93	0
1	13	399.42	99.89	0
1	14	349.14	97.31	0
1	15	298.87	93.17	0
1	16	248.63	87.42	0
1	17	198.41	79.82	0
1	18	148.25	70.04	0
1	19	98.18	57.24	0
1	20	73.2	49.33	0
1	21	48.27	40.02	0
1	22	23.46	28.28	0
1	23	11.15	20.54	0
1	24	6.28	16.36	0
1	25	3.89	13.68	0
1	26	0	0	0
1	27	6.11	-12.68	0
1	28	8.72	-14.96	0
1	29	13.85	-18.4	0
1	30	26.54	-24.56	0
1	31	51.73	-33.7	0
1	32	76.8	-40.85	0
1	33	101.82	-46.9	0
1	34	151.75	-56.58	0
1	35	201.59	-63.9	0
1	36	251.37	-69.52	0
1	37	301.13	-73.73	0
1	38	350.86	-76.71	0
1	39	400.58	-78.47	0
1	40	450.29	-79.03	0
1	41	500	-78.39	0
1	42	549.72	-76.38	0
1	43	599.46	-72.52	0
1	44	649.25	-65.5	0
1	45	699.11	-56.24	0
1	46	749.05	-45.55	0
1	47	799.07	-34.09	0
1	48	849.19	-22.6	0
1	49	899.4	-11.96	0
1	50	949.7	-3.29	0
1	0			
