#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.2	7.44	0
1	3	900.4	16.6	0
1	4	850.55	26.49	0
1	5	800.63	36.53	0
1	6	750.65	46.38	0
1	7	700.62	55.72	0
1	8	650.53	64.33	0
1	9	600.69	71.89	0
1	10	550.21	78.15	0
1	11	500	82.71	0
1	12	449.76	85.22	0
1	13	399.52	85.69	0
1	14	349.27	84.26	0
1	15	299.04	81.23	0
1	16	248.82	76.58	0
1	17	198.63	70.18	0
1	18	148.48	61.75	0
1	19	98.41	50.69	0
1	20	73.42	43.8	0
1	21	48.48	35.57	0
1	22	23.65	25.06	0
1	23	11.32	18.05	0
1	24	6.45	14.22	0
1	25	4.06	11.7	0
1	26	0	0	0
1	27	5.94	-10.7	0
1	28	8.55	-12.82	0
1	29	13.68	-15.91	0
1	30	26.35	-21.34	0
1	31	51.52	-29.25	0
1	32	76.58	-35.32	0
1	33	101.59	-40.35	0
1	34	151.52	-48.29	0
1	35	201.37	-54.26	0
1	36	251.18	-58.68	0
1	37	300.96	-61.79	0
1	38	350.73	-63.66	0
1	39	400.48	-64.27	0
1	40	450.24	-63.32	0
1	41	500	-60.65	0
1	42	549.79	-56.25	0
1	43	599.61	-50.47	0
1	44	649.47	-43.73	0
1	45	699.38	-36.28	0
1	46	749.35	-28.48	0
1	47	799.37	-20.61	0
1	48	849.45	-13.03	0
1	49	899.6	-6.26	0
1	50	949.8	-1.12	0
1	0			
