#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0.21	0
1	2	950.27	7.85	0
1	3	900.52	15.51	0
1	4	850.74	23.01	0
1	5	800.76	30.37	0
1	6	750.63	37.02	0
1	7	700.54	43.1	0
1	8	650.42	48.52	0
1	9	600.28	53.23	0
1	10	550.12	57.14	0
1	11	499.94	60.14	0
1	12	449.75	62.08	0
1	13	399.55	62.74	0
1	14	349.35	61.92	0
1	15	299.17	59.84	0
1	16	249	56.56	0
1	17	198.85	52	0
1	18	148.74	45.92	0
1	19	98.68	37.92	0
1	20	73.69	32.88	0
1	21	48.74	26.85	0
1	22	23.87	18.95	0
1	23	11.53	13.42	0
1	24	6.65	10.44	0
1	25	4.24	8.56	0
1	26	0	0	0
1	27	5.76	-7.44	0
1	28	8.35	-8.86	0
1	29	13.47	-11	0
1	30	26.13	-14.73	0
1	31	51.26	-19.63	0
1	32	76.31	-23.16	0
1	33	101.32	-26	0
1	34	151.26	-30.3	0
1	35	201.15	-33.4	0
1	36	251	-35.54	0
1	37	300.83	-36.88	0
1	38	350.65	-37.44	0
1	39	400.45	-37.16	0
1	40	450.25	-35.8	0
1	41	500.06	-33.54	0
1	42	549.88	-30.62	0
1	43	599.72	-27.19	0
1	44	649.58	-23.42	0
1	45	699.46	-19.44	0
1	46	749.37	-15.42	0
1	47	799.24	-11.67	0
1	48	849.26	-8.59	0
1	49	899.48	-5.71	0
1	50	949.74	-2.95	0
1	0			
