6.818740069866180420e-02,-4.815329797565937042e-03,-1.361189931631088257e-01,-5.015109851956367493e-02,2.250259965658187866e-01
-5.420000106096267700e-02,-1.209359988570213318e-02,-1.057469993829727173e-01,-9.366030246019363403e-02,1.150249987840652466e-01
8.479209989309310913e-02,-7.400000095367431641e-02,-8.239419758319854736e-02,1.630000025033950806e-01,3.814699873328208923e-02
9.012210369110107422e-02,-1.666359952650964260e-03,-1.256749927997589111e-01,-1.356620043516159058e-01,1.333670020103454590e-01
3.086600080132484436e-02,-6.172630004584789276e-03,-1.365579962730407715e-01,8.630160242319107056e-02,1.718669980764389038e-01
1.466320008039474487e-01,-2.984930016100406647e-02,-1.297139972448348999e-01,4.140439927577972412e-01,3.729179874062538147e-02
4.987090080976486206e-02,3.706610063090920448e-03,-1.316259950399398804e-01,-3.512249886989593506e-02,2.386130020022392273e-02
-6.535690277814865112e-02,-3.920000046491622925e-02,-1.057669967412948608e-01,1.250000000000000000e-01,-5.916120018810033798e-03
1.426019966602325439e-01,6.120000034570693970e-02,-1.244610026478767395e-01,-3.510000184178352356e-02,1.803109943866729736e-01
1.724070012569427490e-01,-6.710000336170196533e-02,-1.149870008230209351e-01,4.830000177025794983e-02,2.364200055599212646e-01
1.220820024609565735e-01,-2.797340042889118195e-02,-1.316960006952285767e-01,3.556450009346008301e-01,-2.528659999370574951e-03
1.694449968636035919e-02,-5.106459837406873703e-03,-1.342329978942871094e-01,1.609180006198585033e-03,7.323440164327621460e-02
-9.796449914574623108e-03,-3.644279902800917625e-03,-1.055729985237121582e-01,-1.243830025196075439e-01,1.901010051369667053e-02
4.081070050597190857e-02,-4.313829913735389709e-02,-9.041479974985122681e-02,4.822529852390289307e-02,4.966060072183609009e-02
8.163370192050933838e-02,-1.550000011920928955e-01,-1.876469999551773071e-01,9.659999981522560120e-03,5.026499927043914795e-02
3.320569917559623718e-02,-1.430000066757202148e-01,-8.792710304260253906e-02,1.260000020265579224e-01,-7.748929783701896667e-03
1.220489963889122009e-01,2.323470078408718109e-03,-1.094070002436637878e-01,1.852290034294128418e-01,2.560129947960376740e-02
8.043060079216957092e-03,-1.053669955581426620e-02,-1.375029981136322021e-01,-7.096440345048904419e-02,2.954100072383880615e-02
5.397890135645866394e-02,-3.999999910593032837e-02,-1.089010015130043030e-01,1.529999971389770508e-01,2.016310021281242371e-02
1.089520007371902466e-01,2.653239935170859098e-04,-1.256050020456314087e-01,-1.757470071315765381e-01,1.051120012998580933e-01
1.002599969506263733e-01,-2.114170044660568237e-01,6.111560016870498657e-02,7.851850241422653198e-02,-1.796890050172805786e-02
-1.039929986000061035e-01,-3.299999982118606567e-02,-1.134790033102035522e-01,4.349999874830245972e-02,5.238619819283485413e-02
2.662929892539978027e-01,5.410170182585716248e-02,-1.769350022077560425e-01,-1.476230025291442871e-01,1.280149966478347778e-01
1.680559962987899780e-01,-4.560000076889991760e-02,-1.176280006766319275e-01,1.020000036805868149e-02,1.099399998784065247e-01
-3.136920183897018433e-02,-2.204109914600849152e-02,-9.467410296201705933e-02,-5.066470056772232056e-02,1.075719967484474182e-01
1.307040005922317505e-01,3.900000080466270447e-02,-1.698870062828063965e-01,3.130000084638595581e-02,2.008710056543350220e-01
1.771650016307830811e-01,-5.460000038146972656e-02,-1.151039972901344299e-01,5.119999870657920837e-02,2.093520015478134155e-01
9.783609956502914429e-02,5.678560119122266769e-04,-1.264449954032897949e-01,-1.337469965219497681e-01,1.359249949455261230e-01
9.512619674205780029e-02,-4.369359835982322693e-02,-9.626570343971252441e-02,2.252019941806793213e-01,4.989670123904943466e-03
1.670069992542266846e-01,-7.590000331401824951e-02,-1.154159978032112122e-01,3.299999982118606567e-02,2.294989973306655884e-01
-7.630640268325805664e-02,-5.730159953236579895e-02,-1.307200044393539429e-01,-1.671960018575191498e-02,4.440319910645484924e-02
8.068189769983291626e-02,-6.019999831914901733e-02,-9.127510339021682739e-02,1.640000045299530029e-01,3.785799816250801086e-02
1.148189976811408997e-01,-2.996020019054412842e-01,-4.616170004010200500e-02,2.374289929866790771e-01,5.620260164141654968e-02
5.729940161108970642e-02,-5.275699775665998459e-03,-1.367319971323013306e-01,-7.341600023210048676e-03,2.377189993858337402e-01
-2.064790017902851105e-02,-2.867479994893074036e-02,-9.333869814872741699e-02,-4.277729988098144531e-02,1.164859980344772339e-01
-1.717269979417324066e-02,-3.004770027473568916e-03,-1.035299971699714661e-01,-9.457039833068847656e-02,3.983249887824058533e-03
1.331569999456405640e-01,-1.367519982159137726e-02,-1.468950062990188599e-01,8.555649779736995697e-03,1.536390036344528198e-01
-6.225619837641716003e-02,-2.313029952347278595e-02,-9.485550224781036377e-02,2.742029912769794464e-02,1.641619950532913208e-01
2.170639932155609131e-01,-1.361950039863586426e-01,1.697080023586750031e-02,2.820209860801696777e-01,7.692019641399383545e-02
1.745180040597915649e-02,-9.384829550981521606e-03,-1.103020012378692627e-01,3.063679933547973633e-01,4.912799969315528870e-02
1.251740008592605591e-02,-8.482240140438079834e-03,-1.062500029802322388e-01,3.477059900760650635e-01,3.676310181617736816e-02
1.153009980916976929e-01,-4.238659888505935669e-02,-1.017109975218772888e-01,2.898499965667724609e-01,1.356690004467964172e-02
-2.860810048878192902e-02,1.040059998631477356e-01,-1.422549933195114136e-01,-1.514399945735931396e-01,1.497299969196319580e-01
2.916629910469055176e-01,-2.594639956951141357e-01,-6.816569715738296509e-02,1.815970055758953094e-02,7.175800204277038574e-02
1.612250059843063354e-01,-3.240890055894851685e-02,-1.261949986219406128e-01,4.431650042533874512e-01,5.734530091285705566e-02
1.545619964599609375e-01,-9.570000320672988892e-02,-1.187470033764839172e-01,-3.579999879002571106e-02,1.020490005612373352e-01
1.051110029220581055e-01,-3.282540012151002884e-03,-1.319029927253723145e-01,-1.410250067710876465e-01,1.254419982433319092e-01
2.695359885692596436e-01,-2.821829915046691895e-01,-6.577359884977340698e-02,2.991550043225288391e-02,3.728840127587318420e-02
7.706289738416671753e-02,-4.447770118713378906e-02,-9.254489839076995850e-02,1.607539951801300049e-01,6.662220228463411331e-03
1.580799967050552368e-01,-2.306820005178451538e-01,-2.488750033080577850e-02,4.111079871654510498e-01,1.480389982461929321e-01
1.276479959487915039e-01,-7.206660229712724686e-03,-1.055760011076927185e-01,2.449530065059661865e-01,1.174909994006156921e-02
-3.174189850687980652e-02,-1.070350036025047302e-02,-9.791389852762222290e-02,-5.190179869532585144e-02,5.347859859466552734e-02
