3.610439896583557129e-01,-4.061130061745643616e-02,-1.460440009832382202e-01,-1.416690051555633545e-01,1.718669980764389038e-01,5.477320030331611633e-02,3.056119894608855247e-03,-1.349560022354125977e-01,-3.611949831247329712e-02,1.927309930324554443e-01,6.818740069866180420e-02,-4.815329797565937042e-03,-1.361189931631088257e-01,-5.015109851956367493e-02,2.250259965658187866e-01
-8.832210302352905273e-02,5.189549922943115234e-02,-1.188229992985725403e-01,-1.011760011315345764e-01,3.546129912137985229e-03,1.500979959964752197e-01,-1.917639933526515961e-02,-1.514109969139099121e-01,-1.147679984569549561e-01,7.580409944057464600e-02,-5.420000106096267700e-02,-1.209359988570213318e-02,-1.057469993829727173e-01,-9.366030246019363403e-02,1.150249987840652466e-01
-8.054430037736892700e-02,-1.422359980642795563e-02,-9.175910055637359619e-02,2.171009927988052368e-01,-1.860260032117366791e-02,-8.054430037736892700e-02,-1.422359980642795563e-02,-9.175910055637359619e-02,2.171009927988052368e-01,-1.860260032117366791e-02,8.479209989309310913e-02,-7.400000095367431641e-02,-8.239419758319854736e-02,1.630000025033950806e-01,3.814699873328208923e-02
-1.602680049836635590e-02,2.952699922025203705e-02,-1.208190023899078369e-01,-5.909770131111145020e-01,6.918569654226303101e-02,1.535460054874420166e-01,-4.551639780402183533e-03,-1.308880001306533813e-01,-2.660129964351654053e-01,1.045330017805099487e-01,9.012210369110107422e-02,-1.666359952650964260e-03,-1.256749927997589111e-01,-1.356620043516159058e-01,1.333670020103454590e-01
7.507249712944030762e-02,5.917159840464591980e-03,-1.089079976081848145e-01,-5.808290243148803711e-01,8.107960224151611328e-02,1.601810008287429810e-01,3.740459913387894630e-03,-1.310050040483474731e-01,-2.371069937944412231e-01,1.538400053977966309e-01,3.086600080132484436e-02,-6.172630004584789276e-03,-1.365579962730407715e-01,8.630160242319107056e-02,1.718669980764389038e-01
-5.801590159535408020e-02,3.198980167508125305e-02,-8.203150331974029541e-02,6.182550191879272461e-01,-7.838030159473419189e-02,1.542180031538009644e-02,-1.991220004856586456e-02,-1.102640032768249512e-01,4.340719878673553467e-01,3.001599945127964020e-02,1.466320008039474487e-01,-2.984930016100406647e-02,-1.297139972448348999e-01,4.140439927577972412e-01,3.729179874062538147e-02
4.080000147223472595e-02,4.930000007152557373e-02,-1.209999993443489075e-01,4.960000142455101013e-02,-2.579999864101409912e-01,1.373410038650035858e-02,-4.830440133810043335e-02,-9.692040085792541504e-02,1.714950054883956909e-02,-3.369760140776634216e-02,4.987090080976486206e-02,3.706610063090920448e-03,-1.316259950399398804e-01,-3.512249886989593506e-02,2.386130020022392273e-02
1.382180023938417435e-02,-4.053459968417882919e-03,-9.431400150060653687e-02,1.045359969139099121e-01,-1.658529974520206451e-02,1.382180023938417435e-02,-4.053459968417882919e-03,-9.431400150060653687e-02,1.045359969139099121e-01,-1.658529974520206451e-02,-6.535690277814865112e-02,-3.920000046491622925e-02,-1.057669967412948608e-01,1.250000000000000000e-01,-5.916120018810033798e-03
4.078650102019309998e-02,4.926740005612373352e-02,-1.211140006780624390e-01,4.961289837956428528e-02,-2.578850090503692627e-01,1.616239994764328003e-01,-1.667629927396774292e-01,-1.021360009908676147e-01,2.056259894743561745e-03,2.711139917373657227e-01,1.426019966602325439e-01,6.120000034570693970e-02,-1.244610026478767395e-01,-3.510000184178352356e-02,1.803109943866729736e-01
8.002779632806777954e-02,-4.019650071859359741e-02,-1.511850059032440186e-01,1.454869955778121948e-01,2.889079973101615906e-02,5.624309927225112915e-02,-1.123439967632293701e-01,-1.509760022163391113e-01,1.105389967560768127e-01,6.208720058202743530e-02,1.724070012569427490e-01,-6.710000336170196533e-02,-1.149870008230209351e-01,4.830000177025794983e-02,2.364200055599212646e-01
