3.610439896583557129e-01,-4.061130061745643616e-02,-1.460440009832382202e-01,-1.416690051555633545e-01,1.718669980764389038e-01,6.818740069866180420e-02,-4.815329797565937042e-03,-1.361189931631088257e-01,-5.015109851956367493e-02,2.250259965658187866e-01
-8.832210302352905273e-02,5.189549922943115234e-02,-1.188229992985725403e-01,-1.011760011315345764e-01,3.546129912137985229e-03,-5.420000106096267700e-02,-1.209359988570213318e-02,-1.057469993829727173e-01,-9.366030246019363403e-02,1.150249987840652466e-01
-8.054430037736892700e-02,-1.422359980642795563e-02,-9.175910055637359619e-02,2.171009927988052368e-01,-1.860260032117366791e-02,8.479209989309310913e-02,-7.400000095367431641e-02,-8.239419758319854736e-02,1.630000025033950806e-01,3.814699873328208923e-02
-1.602680049836635590e-02,2.952699922025203705e-02,-1.208190023899078369e-01,-5.909770131111145020e-01,6.918569654226303101e-02,9.012210369110107422e-02,-1.666359952650964260e-03,-1.256749927997589111e-01,-1.356620043516159058e-01,1.333670020103454590e-01
7.507249712944030762e-02,5.917159840464591980e-03,-1.089079976081848145e-01,-5.808290243148803711e-01,8.107960224151611328e-02,3.086600080132484436e-02,-6.172630004584789276e-03,-1.365579962730407715e-01,8.630160242319107056e-02,1.718669980764389038e-01
-5.801590159535408020e-02,3.198980167508125305e-02,-8.203150331974029541e-02,6.182550191879272461e-01,-7.838030159473419189e-02,1.466320008039474487e-01,-2.984930016100406647e-02,-1.297139972448348999e-01,4.140439927577972412e-01,3.729179874062538147e-02
4.080000147223472595e-02,4.930000007152557373e-02,-1.209999993443489075e-01,4.960000142455101013e-02,-2.579999864101409912e-01,4.987090080976486206e-02,3.706610063090920448e-03,-1.316259950399398804e-01,-3.512249886989593506e-02,2.386130020022392273e-02
1.382180023938417435e-02,-4.053459968417882919e-03,-9.431400150060653687e-02,1.045359969139099121e-01,-1.658529974520206451e-02,-6.535690277814865112e-02,-3.920000046491622925e-02,-1.057669967412948608e-01,1.250000000000000000e-01,-5.916120018810033798e-03
4.078650102019309998e-02,4.926740005612373352e-02,-1.211140006780624390e-01,4.961289837956428528e-02,-2.578850090503692627e-01,1.426019966602325439e-01,6.120000034570693970e-02,-1.244610026478767395e-01,-3.510000184178352356e-02,1.803109943866729736e-01
8.002779632806777954e-02,-4.019650071859359741e-02,-1.511850059032440186e-01,1.454869955778121948e-01,2.889079973101615906e-02,1.724070012569427490e-01,-6.710000336170196533e-02,-1.149870008230209351e-01,4.830000177025794983e-02,2.364200055599212646e-01
-1.384589970111846924e-01,1.508160028606653214e-02,-6.710469722747802734e-02,6.123030185699462891e-01,4.124170169234275818e-02,1.220820024609565735e-01,-2.797340042889118195e-02,-1.316960006952285767e-01,3.556450009346008301e-01,-2.528659999370574951e-03
-7.120769936591386795e-03,1.852240040898323059e-02,-1.647769957780838013e-01,2.348300069570541382e-01,5.178359802812337875e-03,1.694449968636035919e-02,-5.106459837406873703e-03,-1.342329978942871094e-01,1.609180006198585033e-03,7.323440164327621460e-02
1.349269971251487732e-02,-2.519199997186660767e-02,-1.051120012998580933e-01,3.591740131378173828e-01,2.246160060167312622e-02,-9.796449914574623108e-03,-3.644279902800917625e-03,-1.055729985237121582e-01,-1.243830025196075439e-01,1.901010051369667053e-02
2.319180034101009369e-02,-1.044819969683885574e-02,-6.507819890975952148e-02,3.627569973468780518e-02,9.858950227499008179e-02,4.081070050597190857e-02,-4.313829913735389709e-02,-9.041479974985122681e-02,4.822529852390289307e-02,4.966060072183609009e-02
1.198920011520385742e-01,-6.312949955463409424e-02,-1.194569990038871765e-01,-3.927639871835708618e-02,-3.952239826321601868e-02,8.163370192050933838e-02,-1.550000011920928955e-01,-1.876469999551773071e-01,9.659999981522560120e-03,5.026499927043914795e-02
-6.362099945545196533e-02,-4.436450079083442688e-02,-1.368110030889511108e-01,1.064940020442008972e-01,1.455700024962425232e-02,3.320569917559623718e-02,-1.430000066757202148e-01,-8.792710304260253906e-02,1.260000020265579224e-01,-7.748929783701896667e-03
-1.679999977350234985e-01,8.739999681711196899e-02,-8.259999752044677734e-02,3.290000185370445251e-02,-3.350000083446502686e-02,1.220489963889122009e-01,2.323470078408718109e-03,-1.094070002436637878e-01,1.852290034294128418e-01,2.560129947960376740e-02
7.869999855756759644e-02,2.470000088214874268e-02,-1.330000013113021851e-01,8.969999849796295166e-02,-6.010000035166740417e-02,8.043060079216957092e-03,-1.053669955581426620e-02,-1.375029981136322021e-01,-7.096440345048904419e-02,2.954100072383880615e-02
-1.488040015101432800e-02,-3.282370045781135559e-02,-1.114329993724822998e-01,1.314499974250793457e-01,2.436579950153827667e-02,5.397890135645866394e-02,-3.999999910593032837e-02,-1.089010015130043030e-01,1.529999971389770508e-01,2.016310021281242371e-02
2.897369908168911934e-03,2.537200041115283966e-02,-1.590050011873245239e-01,4.079860076308250427e-02,-1.045539975166320801e-02,1.089520007371902466e-01,2.653239935170859098e-04,-1.256050020456314087e-01,-1.757470071315765381e-01,1.051120012998580933e-01
1.199999973177909851e-01,-6.310000270605087280e-02,-1.190000027418136597e-01,-3.929999843239784241e-02,-3.950000181794166565e-02,1.002599969506263733e-01,-2.114170044660568237e-01,6.111560016870498657e-02,7.851850241422653198e-02,-1.796890050172805786e-02
-8.465719968080520630e-02,-1.203790009021759033e-01,-9.686300158500671387e-02,1.651239991188049316e-01,2.450309991836547852e-01,-1.039929986000061035e-01,-3.299999982118606567e-02,-1.134790033102035522e-01,4.349999874830245972e-02,5.238619819283485413e-02
