2.178043159308119758e+00,1.119364511145341190e+00,1.190860169878015906e+00,2.293725565185650961e+00,1.204908295141225771e+00,6.192400637249835249e-01,6.587919485925686214e-01,1.268904589176101272e+00,-1.433368879584152600e+00,-7.366531045676504297e-01,-7.837043541330349639e-01,-1.509499400594098484e+00,-2.090778981140586801e+00,-1.074516720265921599e+00,-1.143147876578068267e+00,-2.201826524740846835e+00
2.124267082098713733e+00,1.091727302892800289e+00,1.161457727521773009e+00,2.237093279198354878e+00,1.175159003336397223e+00,6.039509720760327660e-01,6.425263174267918931e-01,1.237575223241690781e+00,-1.397978875851369596e+00,-7.184650746112732911e-01,-7.643546246857115811e-01,-1.472229727600250948e+00,-2.039157464166912792e+00,-1.047986807915528562e+00,-1.114923454940730974e+00,-2.147463234146644862e+00
2.071818740966379746e+00,1.064772459743305921e+00,1.132781234053887642e+00,2.181859249334121564e+00,1.146144224163324621e+00,5.890393694449015394e-01,6.266622861254129706e-01,1.207019382108297734e+00,-1.363462654424066667e+00,-7.007261087145504330e-01,-7.454826417606705835e-01,-1.435880246111297165e+00,-1.988810486988549675e+00,-1.022111921434947224e+00,-1.087395896756569114e+00,-2.094442177979642938e+00
2.020665353990570789e+00,1.038483134042435196e+00,1.104812765732443136e+00,2.127988952526266075e+00,1.117845822440513670e+00,5.744959355945314927e-01,6.111899391524503455e-01,1.177217967380536301e+00,-1.329798641540253401e+00,-6.834251194463439871e-01,-7.270766097542487039e-01,-1.400428236518029834e+00,-1.939706581105827610e+00,-9.968758881778284620e-01,-1.060547996405619253e+00,-2.042730216353755068e+00
1.970774948639243185e+00,1.012842894105834501e+00,1.077534841354288009e+00,2.075448718085656452e+00,1.090246110745696662e+00,5.603115804053371285e-01,5.960996057873784171e-01,1.148152352204083515e+00,-1.296965796096020807e+00,-6.665512931251664774e-01,-7.091250242972746420e-01,-1.365851540160392563e+00,-1.891815054979102628e+00,-9.722629348018838602e-01,-1.034362973076188963e+00,-1.992295027609597646e+00
1.922116341784982252e+00,9.878357139488834759e-01,1.050930411328714120e+00,2.024205706655437531e+00,1.063327838360617283e+00,5.464774381935855185e-01,5.813818540806118262e-01,1.119804369623287998e+00,-1.264943596494166655e+00,-6.500940830602776055e-01,-6.916166650644642866e-01,-1.332128545477595294e+00,-1.845105974845544061e+00,-9.482576774100339723e-01,-1.008824460276302570e+00,-1.943105088112401457e+00
1.874659120214531516e+00,9.634459632699307052e-01,1.024982847020907695e+00,1.974227889685363557e+00,1.037074180488770647e+00,5.329848621700543632e-01,5.670274849582304100e-01,1.092156301226231419e+00,-1.233712027817528423e+00,-6.340432029596588803e-01,-6.745405887613513674e-01,-1.299238174500184195e+00,-1.799550146009558649e+00,-9.248451119349713201e-01,-9.839164956041108745e-01,-1.895129652548711796e+00
1.828373621619546308e+00,9.396583976808483563e-01,9.996759303585114331e-01,1.925484029412912967e+00,1.011468727739358142e+00,5.198254190355088289e-01,5.530275264722585016e-01,1.065190866070145015e+00,-1.203251569319009562e+00,-6.183886205007471659e-01,-6.578861222843733758e-01,-1.267159869675626105e+00,-1.755119094595155804e+00,-9.020106047611303746e-01,-9.596235107708707135e-01,-1.848338734709568776e+00
1.783230916056683713e+00,9.164581491787922030e-01,9.749938436948013543e-01,1.877943659338667581e+00,9.864954758708829319e-01,5.069908837096132048e-01,5.393732281929047856e-01,1.038891209880256516e+00,-1.173543182220476266e+00,-6.031205510599056963e-01,-6.416428560498330658e-01,-1.235873581019168332e+00,-1.711785049748848264e+00,-8.797398835782010984e-01,-9.359303218702575977e-01,-1.802703088748148996e+00
1.739202787865447242e+00,8.938307168532164670e-01,9.509211599221426559e-01,1.831577065183761066e+00,9.621388157879791070e-01,4.944732341899895633e-01,5.260560557392598424e-01,1.013240894515321067e+00,-1.144568297812902369e+00,-5.882294515967162463e-01,-6.258006374875708655e-01,-1.205359753581945803e+00,-1.669520926281964357e+00,-8.580190284604710671e-01,-9.128221198879301612e-01,-1.758194190900161047e+00
1.696261718032480381e+00,8.717619578223320120e-01,9.274428328295449830e-01,1.786355266317485757e+00,9.383835237852180544e-01,4.822646465382038339e-01,5.130676854450291202e-01,9.882238876932469829e-01,-1.116308805850320329e+00,-5.737060146892676293e-01,-6.103495646952772358e-01,-1.175599315228500252e+00,-1.628300307741523012e+00,-8.368344631664174083e-01,-8.902844614454132888e-01,-1.714784221655561547e+00
1.654380866991286725e+00,8.502380783933457531e-01,9.045441876982911467e-01,1.742249997643455783e+00,9.152147520317978069e-01,4.703574899895505146e-01,5.003999991559716642e-01,9.638245529703975967e-01,-1.088747043230329004e+00,-5.595411627167149460e-01,-5.952799802494819215e-01,-1.146573664716076690e+00,-1.588097429899091750e+00,-8.161729466531155719e-01,-8.683032597725175439e-01,-1.672446048370458627e+00
1.613534057846628622e+00,8.292456254409525940e-01,8.822109121297599943e-01,1.699233691933001555e+00,8.926180192911650213e-01,4.587443221835758589e-01,4.880450791557884305e-01,9.400276399683055173e-01,-1.061865782954079407e+00,-5.457260421854702725e-01,-5.805824651693498595e-01,-1.118264660068239769e+00,-1.548887164647304582e+00,-7.960215648001551791e-01,-8.468647759026485256e-01,-1.631153208308324665e+00
1.573695760013114064e+00,8.087714779986951985e-01,8.604290470997113527e-01,1.657279462594754893e+00,8.705792018697707801e-01,4.474178845123605308e-01,4.759952032172926617e-01,9.168182748416893180e-01,-1.035648223358839770e+00,-5.322520181954811802e-01,-5.662478330295112050e-01,-1.090654607235548301e+00,-1.510645004293976079e+00,-7.763677223378950831e-01,-8.259556100855058869e-01,-1.590879892099924753e+00
1.534841073257750432e+00,7.888028390579320259e-01,8.391849782334416252e-01,1.616361086869652741e+00,8.490845247893021863e-01,4.363710975836530004e-01,4.642428397757660252e-01,8.941819509818156320e-01,-1.010077977616409051e+00,-5.191106690431371851e-01,-5.522671242182465301e-01,-1.063726249036198279e+00,-1.473347046243998149e+00,-7.571991349750094580e-01,-8.055626934118025329e-01,-1.551600927611620939e+00
1.496945712136488194e+00,7.693272275692907280e-01,8.184654272963561850e-01,1.576452989440861208e+00,8.281205531768729422e-01,4.255970567960196127e-01,4.527806432214857568e-01,8.721045199493975275e-01,-9.851390634908161470e-01,-5.062937809574311609e-01,-5.386316003374382877e-01,-1.037462754369722795e+00,-1.436969978059437603e+00,-7.385038217204060729e-01,-7.856732796447718492e-01,-1.513291764211969426e+00
1.459985990815028112e+00,7.503324706416060197e-01,7.982574438946409279e-01,1.537530226448368342e+00,8.076741838677901075e-01,4.150890280232432117e-01,4.416014493084791104e-01,8.505721826313582534e-01,-9.608158933489019393e-01,-4.937933429660840701e-01,-5.253327387407870086e-01,-1.011847707697006049e+00,-1.401491062888505335e+00,-7.202700973947167018e-01,-7.662749372533540493e-01,-1.475928457426776141e+00
