1.000000000000000000e+00,3.090169943749473402e-01,-8.090169943749474513e-01,-8.090169943749470072e-01,3.090169943749473402e-01,1.000000000000000000e+00,3.090169943749473958e-01,-8.090169943749476733e-01,-8.090169943749474513e-01,3.090169943749473958e-01,9.999999999999998890e-01,3.090169943749470627e-01,-8.090169943749470072e-01,-8.090169943749476733e-01,3.090169943749470627e-01,9.999999999999998890e-01
9.753099120283326151e-01,3.013873375990896442e-01,-7.890422936132560627e-01,-7.890422936132556186e-01,3.013873375990896442e-01,9.753099120283326151e-01,3.013873375990896997e-01,-7.890422936132562848e-01,-7.890422936132560627e-01,3.013873375990896997e-01,9.753099120283325041e-01,3.013873375990893666e-01,-7.890422936132556186e-01,-7.890422936132562848e-01,3.013873375990893666e-01,9.753099120283325041e-01
9.512294245007140159e-01,2.939460577202215319e-01,-7.695607699705786509e-01,-7.695607699705782068e-01,2.939460577202215319e-01,9.512294245007140159e-01,2.939460577202215874e-01,-7.695607699705788729e-01,-7.695607699705786509e-01,2.939460577202215874e-01,9.512294245007139049e-01,2.939460577202212543e-01,-7.695607699705782068e-01,-7.695607699705788729e-01,2.939460577202212543e-01,9.512294245007139049e-01
9.277434863285528577e-01,2.866885036961844269e-01,-7.505602468604609667e-01,-7.505602468604605226e-01,2.866885036961844269e-01,9.277434863285528577e-01,2.866885036961844824e-01,-7.505602468604611888e-01,-7.505602468604609667e-01,2.866885036961844824e-01,9.277434863285527467e-01,2.866885036961842048e-01,-7.505602468604605226e-01,-7.505602468604611888e-01,2.866885036961842048e-01,9.277434863285527467e-01
9.048374180359595176e-01,2.796101393194599938e-01,-7.320288483374398636e-01,-7.320288483374394195e-01,2.796101393194599938e-01,9.048374180359595176e-01,2.796101393194600493e-01,-7.320288483374400856e-01,-7.320288483374398636e-01,2.796101393194600493e-01,9.048374180359594066e-01,2.796101393194597162e-01,-7.320288483374394195e-01,-7.320288483374400856e-01,2.796101393194597162e-01,9.048374180359594066e-01
8.824969025845954551e-01,2.727065403818924039e-01,-7.139549916741901869e-01,-7.139549916741898539e-01,2.727065403818924039e-01,8.824969025845954551e-01,2.727065403818924594e-01,-7.139549916741904090e-01,-7.139549916741901869e-01,2.727065403818924594e-01,8.824969025845953441e-01,2.727065403818921263e-01,-7.139549916741898539e-01,-7.139549916741904090e-01,2.727065403818921263e-01,8.824969025845953441e-01
8.607079764250578080e-01,2.659733919094143806e-01,-6.963273801219433956e-01,-6.963273801219430625e-01,2.659733919094143806e-01,8.607079764250578080e-01,2.659733919094144361e-01,-6.963273801219436177e-01,-6.963273801219433956e-01,2.659733919094144361e-01,8.607079764250576970e-01,2.659733919094141585e-01,-6.963273801219430625e-01,-6.963273801219436177e-01,2.659733919094141585e-01,8.607079764250576970e-01
8.394570207692073627e-01,2.594064854650481866e-01,-6.791349958496519790e-01,-6.791349958496516459e-01,2.594064854650481866e-01,8.394570207692073627e-01,2.594064854650482421e-01,-6.791349958496522010e-01,-6.791349958496519790e-01,2.594064854650482421e-01,8.394570207692072517e-01,2.594064854650479646e-01,-6.791349958496516459e-01,-6.791349958496522010e-01,2.594064854650479646e-01,8.394570207692072517e-01
8.187307530779818210e-01,2.530017165184951233e-01,-6.623670930574860893e-01,-6.623670930574857563e-01,2.530017165184951233e-01,8.187307530779818210e-01,2.530017165184951788e-01,-6.623670930574863114e-01,-6.623670930574860893e-01,2.530017165184951788e-01,8.187307530779817100e-01,2.530017165184949013e-01,-6.623670930574857563e-01,-6.623670930574863114e-01,2.530017165184949013e-01,8.187307530779817100e-01
7.985162187593770611e-01,2.467550818806706348e-01,-6.460131912603592763e-01,-6.460131912603589432e-01,2.467550818806706348e-01,7.985162187593770611e-01,2.467550818806706903e-01,-6.460131912603593873e-01,-6.460131912603592763e-01,2.467550818806706903e-01,7.985162187593769501e-01,2.467550818806704127e-01,-6.460131912603589432e-01,-6.460131912603593873e-01,2.467550818806704127e-01,7.985162187593769501e-01
