7.349540293216705322e-02,-2.738489955663681030e-02,-7.840260118246078491e-02,1.629000008106231689e-01,-7.076280191540718079e-03,7.349540293216705322e-02,-2.738489955663681030e-02,-7.840260118246078491e-02,1.629000008106231689e-01,-7.076280191540718079e-03,-1.923869922757148743e-02,-3.009999915957450867e-02,-8.013150095939636230e-02,8.049999922513961792e-02,1.304450035095214844e-01,1.500000000000000000e+00,0.000000000000000000e+00
7.646220177412033081e-02,-2.370410040020942688e-02,-6.744249910116195679e-02,1.661919951438903809e-01,7.503670174628496170e-03,7.646220177412033081e-02,-2.370410040020942688e-02,-6.744249910116195679e-02,1.661919951438903809e-01,7.503670174628496170e-03,-1.302849967032670975e-02,-4.120000079274177551e-02,-8.182240277528762817e-02,7.519999891519546509e-02,1.777520030736923218e-01,1.500000000000000000e+00,1.000000000000000000e+01
7.084990292787551880e-02,-2.135270088911056519e-02,-6.254330277442932129e-02,1.625889986753463745e-01,1.862099952995777130e-02,7.084990292787551880e-02,-2.135270088911056519e-02,-6.254330277442932129e-02,1.625889986753463745e-01,1.862099952995777130e-02,-8.436050266027450562e-03,-5.730000138282775879e-02,-8.598359674215316772e-02,6.979999691247940063e-02,1.998839974403381348e-01,1.500000000000000000e+00,2.000000000000000000e+01
5.822160094976425171e-02,-2.055029943585395813e-02,-6.636559963226318359e-02,1.513549983501434326e-01,2.799269929528236389e-02,5.822160094976425171e-02,-2.055029943585395813e-02,-6.636559963226318359e-02,1.513549983501434326e-01,2.799269929528236389e-02,-5.307530052959918976e-03,-7.590000331401824951e-02,-9.133409708738327026e-02,6.660000234842300415e-02,1.872169971466064453e-01,1.500000000000000000e+00,3.000000000000000000e+01
4.056639969348907471e-02,-2.181980013847351074e-02,-7.820919901132583618e-02,1.354199945926666260e-01,3.649840131402015686e-02,4.056639969348907471e-02,-2.181980013847351074e-02,-7.820919901132583618e-02,1.354199945926666260e-01,3.649840131402015686e-02,-3.057159949094057083e-03,-9.549999982118606567e-02,-9.703219681978225708e-02,6.689999997615814209e-02,1.417170017957687378e-01,1.500000000000000000e+00,4.000000000000000000e+01
2.021569944918155670e-02,-2.535570040345191956e-02,-9.403680264949798584e-02,1.185320019721984863e-01,4.360989853739738464e-02,2.021569944918155670e-02,-2.535570040345191956e-02,-9.403680264949798584e-02,1.185320019721984863e-01,4.360989853739738464e-02,-6.251920131035149097e-04,-1.140000000596046448e-01,-1.015880033373832703e-01,7.100000232458114624e-02,8.047270029783248901e-02,1.500000000000000000e+00,5.000000000000000000e+01
-9.794549550861120224e-04,-3.080880083143711090e-02,-1.098679974675178528e-01,1.042340025305747986e-01,4.714690148830413818e-02,-9.794549550861120224e-04,-3.080880083143711090e-02,-1.098679974675178528e-01,1.042340025305747986e-01,4.714690148830413818e-02,3.279170021414756775e-03,-1.309999972581863403e-01,-1.029580011963844299e-01,7.919999957084655762e-02,2.544599957764148712e-02,1.500000000000000000e+00,6.000000000000000000e+01
-2.250419929623603821e-02,-3.712309896945953369e-02,-1.236689984798431396e-01,9.562789648771286011e-02,4.185149818658828735e-02,-2.250419929623603821e-02,-3.712309896945953369e-02,-1.236689984798431396e-01,9.562789648771286011e-02,4.185149818658828735e-02,9.995370171964168549e-03,-1.420000046491622925e-01,-1.002129986882209778e-01,9.170000255107879639e-02,-7.913859561085700989e-03,1.500000000000000000e+00,7.000000000000000000e+01
-4.375680163502693176e-02,-4.235589876770973206e-02,-1.335359960794448853e-01,9.514959901571273804e-02,2.852110005915164948e-02,-4.375680163502693176e-02,-4.235589876770973206e-02,-1.335359960794448853e-01,9.514959901571273804e-02,2.852110005915164948e-02,2.008749917149543762e-02,-1.469999998807907104e-01,-9.449910372495651245e-02,1.080000028014183044e-01,-1.616149954497814178e-02,1.500000000000000000e+00,8.000000000000000000e+01
-6.362099945545196533e-02,-4.436450079083442688e-02,-1.368110030889511108e-01,1.064940020442008972e-01,1.455700024962425232e-02,-6.362099945545196533e-02,-4.436450079083442688e-02,-1.368110030889511108e-01,1.064940020442008972e-01,1.455700024962425232e-02,3.320569917559623718e-02,-1.430000066757202148e-01,-8.792710304260253906e-02,1.260000020265579224e-01,-7.748929783701896667e-03,1.500000000000000000e+00,9.000000000000000000e+01
