#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	987.5	1.118	0
1	3	980	1.789	0
1	4	975	2.236	0
1	5	960	3.577	0
1	6	950	4.471	0
1	7	940	5.366	0
1	8	925	6.707	0
1	9	920	7.154	0
1	10	900	8.943	0
1	11	880	10.731	0
1	12	860	12.52	0
1	13	850	13.414	0
1	14	840	14.309	0
1	15	820	16.097	0
1	16	800	17.886	0
1	17	780	19.674	0
1	18	760	21.463	0
1	19	750	22.357	0
1	20	740	23.251	0
1	21	720	25.034	0
1	22	700	26.807	0
1	23	680	28.563	0
1	24	660	30.297	0
1	25	650	31.154	0
1	26	640	32.003	0
1	27	620	33.676	0
1	28	600	35.31	0
1	29	580	36.899	0
1	30	560	38.436	0
1	31	550	39.183	0
1	32	540	39.915	0
1	33	520	41.329	0
1	34	500	42.67	0
1	35	480	43.932	0
1	36	460	45.106	0
1	37	450	45.657	0
1	38	440	46.183	0
1	39	420	47.153	0
1	40	400	48.005	0
1	41	380	48.728	0
1	42	360	49.307	0
1	43	350	49.536	0
1	44	340	49.724	0
1	45	320	49.956	0
1	46	300	49.969	0
1	47	280	49.7	0
1	48	260	49.19	0
1	49	250	48.851	0
1	50	240	48.455	0
1	51	220	47.496	0
1	52	200	46.304	0
1	53	180	44.867	0
1	54	160	43.163	0
1	55	150	42.202	0
1	56	140	41.162	0
1	57	120	38.82	0
1	58	100	36.073	0
1	59	90	34.519	0
1	60	80	32.822	0
1	61	75	31.913	0
1	62	70	30.959	0
1	63	60	28.898	0
1	64	50	26.593	0
1	65	40	23.974	0
1	66	35	22.513	0
1	67	30	20.924	0
1	68	25	19.174	0
1	69	20	17.215	0
1	70	18	16.357	0
1	71	16	15.445	0
1	72	14	14.469	0
1	73	12.5	13.687	0
1	74	12	13.416	0
1	75	10	12.265	0
1	76	9	11.644	0
1	77	8	10.987	0
1	78	7.5	10.642	0
1	79	7	10.285	0
1	80	6	9.529	0
1	81	5	8.705	0
1	82	4	7.792	0
1	83	3	6.753	0
1	84	2	5.518	0
1	85	1	3.905	0
1	86	0	0	0
1	87	1	-3.905	0
1	88	2	-5.518	0
1	89	3	-6.753	0
1	90	4	-7.792	0
1	91	5	-8.705	0
1	92	6	-9.529	0
1	93	7	-10.285	0
1	94	7.5	-10.642	0
1	95	8	-10.987	0
1	96	9	-11.644	0
1	97	10	-12.265	0
1	98	12	-13.416	0
1	99	12.5	-13.687	0
1	100	14	-14.469	0
1	101	16	-15.445	0
1	102	18	-16.357	0
1	103	20	-17.215	0
1	104	25	-19.174	0
1	105	30	-20.924	0
1	106	35	-22.513	0
1	107	40	-23.974	0
1	108	50	-26.593	0
1	109	60	-28.898	0
1	110	70	-30.959	0
1	111	75	-31.913	0
1	112	80	-32.822	0
1	113	90	-34.519	0
1	114	100	-36.073	0
1	115	120	-38.82	0
1	116	140	-41.162	0
1	117	150	-42.202	0
1	118	160	-43.163	0
1	119	180	-44.867	0
1	120	200	-46.304	0
1	121	220	-47.496	0
1	122	240	-48.455	0
1	123	250	-48.851	0
1	124	260	-49.19	0
1	125	280	-49.7	0
1	126	300	-49.969	0
1	127	320	-49.956	0
1	128	340	-49.724	0
1	129	350	-49.536	0
1	130	360	-49.307	0
1	131	380	-48.728	0
1	132	400	-48.005	0
1	133	420	-47.153	0
1	134	440	-46.183	0
1	135	450	-45.657	0
1	136	460	-45.106	0
1	137	480	-43.932	0
1	138	500	-42.67	0
1	139	520	-41.329	0
1	140	540	-39.915	0
1	141	550	-39.183	0
1	142	560	-38.436	0
1	143	580	-36.899	0
1	144	600	-35.31	0
1	145	620	-33.676	0
1	146	640	-32.003	0
1	147	650	-31.154	0
1	148	660	-30.297	0
1	149	680	-28.563	0
1	150	700	-26.807	0
1	151	720	-25.034	0
1	152	740	-23.251	0
1	153	750	-22.357	0
1	154	760	-21.463	0
1	155	780	-19.674	0
1	156	800	-17.886	0
1	157	820	-16.097	0
1	158	840	-14.309	0
1	159	850	-13.414	0
1	160	860	-12.52	0
1	161	880	-10.731	0
1	162	900	-8.943	0
1	163	920	-7.154	0
1	164	925	-6.707	0
1	165	940	-5.366	0
1	166	950	-4.471	0
1	167	960	-3.577	0
1	168	975	-2.236	0
1	169	980	-1.789	0
1	170	987.5	-1.118	0
1	0			
