#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	3.46	0
1	3	900	9.5	0
1	4	850	16.77	0
1	5	800	24.72	0
1	6	750	32.96	0
1	7	700	41.13	0
1	8	650	48.95	0
1	9	600	56.2	0
1	10	550	62.66	0
1	11	500	68.1	0
1	12	450	72.24	0
1	13	400	74.73	0
1	14	350	74.82	0
1	15	300	73.19	0
1	16	250	69.85	0
1	17	200	64.8	0
1	18	150	57.85	0
1	19	100	48.42	0
1	20	75	42.4	0
1	21	50	35.04	0
1	22	25	25.28	0
1	23	12.5	18.42	0
1	24	7.5	14.56	0
1	25	5	12.08	0
1	26	0	0	0
1	27	5	-12.08	0
1	28	7.5	-14.56	0
1	29	12.5	-18.42	0
1	30	25	-25.28	0
1	31	50	-35.04	0
1	32	75	-42.4	0
1	33	100	-48.42	0
1	34	150	-57.85	0
1	35	200	-64.8	0
1	36	250	-69.85	0
1	37	300	-73.19	0
1	38	350	-74.82	0
1	39	400	-74.73	0
1	40	450	-72.24	0
1	41	500	-68.1	0
1	42	550	-62.66	0
1	43	600	-56.2	0
1	44	650	-48.95	0
1	45	700	-41.13	0
1	46	750	-32.96	0
1	47	800	-24.72	0
1	48	850	-16.77	0
1	49	900	-9.5	0
1	50	950	-3.46	0
1	0			
