#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	10.05	0
1	3	900	19.5	0
1	4	800	40.2	0
1	5	700	60.5	0
1	6	600	79.4	0
1	7	500	93.8	0
1	8	400	102	0
1	9	300	104	0
1	10	200	95.3	0
1	11	150	86.3	0
1	12	100	73	0
1	13	75	63.9	0
1	14	50	52	0
1	15	25	36.5	0
1	16	12.5	26	0
1	17	0	0	0
1	18	12.5	-16.5	0
1	19	25	-23.4	0
1	20	50	-31.6	0
1	21	75	-36.9	0
1	22	100	-40.3	0
1	23	150	-44.1	0
1	24	200	-45.8	0
1	25	300	-45.6	0
1	26	400	-43.3	0
1	27	500	-39	0
1	28	600	-33.6	0
1	29	700	-26.5	0
1	30	800	-18.3	0
1	31	900	-10	0
1	32	950	-6.4	0
1	0			
