#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.07	4.73	0
1	3	900.15	9.4	0
1	4	850.2	14.1	0
1	5	800.24	18.68	0
1	6	750.25	23.07	0
1	7	700.23	27.12	0
1	8	650.2	30.8	0
1	9	600.15	34.02	0
1	10	550.08	36.7	0
1	11	500	38.78	0
1	12	449.91	40.14	0
1	13	399.81	40.66	0
1	14	349.71	40.11	0
1	15	299.61	38.79	0
1	16	249.52	36.67	0
1	17	199.43	33.67	0
1	18	149.37	29.7	0
1	19	99.33	24.44	0
1	20	74.32	21.15	0
1	21	49.34	17.19	0
1	22	24.4	12.08	0
1	23	11.98	8.59	0
1	24	7.04	6.64	0
1	25	4.59	5.42	0
1	26	0	0	0
1	27	5.41	-4.42	0
1	28	7.96	-5.24	0
1	29	13.02	-6.45	0
1	30	25.6	-8.36	0
1	31	50.66	-10.87	0
1	32	75.68	-12.67	0
1	33	100.67	-14.1	0
1	34	150.63	-16.24	0
1	35	200.57	-17.75	0
1	36	250.48	-18.77	0
1	37	300.39	-19.35	0
1	38	350.29	-19.51	0
1	39	400.19	-19.24	0
1	40	450.09	-18.24	0
1	41	500	-16.72	0
1	42	549.92	-14.8	0
1	43	599.85	-12.6	0
1	44	649.8	-10.2	0
1	45	699.77	-7.68	0
1	46	749.75	-5.17	0
1	47	799.76	-2.76	0
1	48	849.8	-0.64	0
1	49	899.85	0.94	0
1	50	949.93	1.59	0
1	0			
