#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.01	5.92	0
1	3	900.03	11.44	0
1	4	800.07	29.68	0
1	5	700.12	51.92	0
1	6	600.18	74.16	0
1	7	500.23	94	0
1	8	400.26	107.04	0
1	9	300.26	110.08	0
1	10	200.24	101.12	0
1	11	150.22	91.04	0
1	12	100.18	74.56	0
1	13	75.15	62.92	0
1	14	50.12	50.28	0
1	15	25.08	33.94	0
1	16	12.55	22.77	0
1	17	0	0	0
1	18	12.46	-15.03	0
1	19	24.96	-18.66	0
1	20	49.95	-20.72	0
1	21	74.95	-21.18	0
1	22	99.95	-20.84	0
1	23	149.95	-19.76	0
1	24	199.96	-18.48	0
1	25	299.96	-16.32	0
1	26	399.96	-17.36	0
1	27	499.95	-20	0
1	28	599.95	-22.04	0
1	29	699.95	-22.68	0
1	30	799.95	-20.92	0
1	31	899.97	-13.96	0
1	32	949.98	-8.88	0
1	0			
