#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0.8	0
1	2	950	6.84	0
1	3	900	12.44	0
1	4	800	22.13	0
1	5	700	29.87	0
1	6	600	35.47	0
1	7	500	38.84	0
1	8	400	40	0
1	9	300	38.67	0
1	10	200	33.96	0
1	11	150	29.96	0
1	12	100	24.36	0
1	13	75	20.89	0
1	14	50	16.62	0
1	15	25	11.2	0
1	16	12.5	7.56	0
1	17	0	0	0
1	18	12.5	-7.56	0
1	19	25	-11.2	0
1	20	50	-16.62	0
1	21	75	-20.89	0
1	22	100	-24.36	0
1	23	150	-29.96	0
1	24	200	-33.96	0
1	25	300	-38.67	0
1	26	400	-40	0
1	27	500	-38.84	0
1	28	600	-35.47	0
1	29	700	-29.87	0
1	30	800	-22.13	0
1	31	900	-12.44	0
1	32	950	-6.84	0
1	0			
