#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.017	0.165	0
1	3	996.07	0.659	0
1	4	991.172	1.475	0
1	5	984.341	2.607	0
1	6	975.606	4.041	0
1	7	964.998	5.764	0
1	8	952.562	7.759	0
1	9	938.344	10.007	0
1	10	922.402	12.487	0
1	11	904.797	15.177	0
1	12	885.599	18.054	0
1	13	864.884	21.094	0
1	14	842.733	24.273	0
1	15	819.232	27.567	0
1	16	794.476	30.95	0
1	17	768.56	34.397	0
1	18	741.587	37.882	0
1	19	713.663	41.38	0
1	20	684.899	44.864	0
1	21	655.407	48.306	0
1	22	625.303	51.679	0
1	23	594.706	54.954	0
1	24	563.736	58.101	0
1	25	532.516	61.09	0
1	26	501.167	63.891	0
1	27	469.814	66.471	0
1	28	438.578	68.802	0
1	29	407.584	70.852	0
1	30	376.954	72.592	0
1	31	346.806	73.996	0
1	32	317.261	75.04	0
1	33	288.434	75.7	0
1	34	260.439	75.961	0
1	35	233.386	75.807	0
1	36	207.382	75.23	0
1	37	182.326	74.204	0
1	38	158.057	72.567	0
1	39	134.804	70.149	0
1	40	112.811	66.852	0
1	41	92.309	62.655	0
1	42	73.515	57.608	0
1	43	56.619	51.823	0
1	44	41.774	45.46	0
1	45	29.093	38.708	0
1	46	18.649	31.767	0
1	47	10.473	24.832	0
1	48	4.563	18.072	0
1	49	0.887	11.624	0
1	50	-0.609	5.585	0
1	51	0	0	0
1	52	2.582	-4.986	0
1	53	6.998	-9.269	0
1	54	13.15	-12.918	0
1	55	20.944	-16.024	0
1	56	30.295	-18.693	0
1	57	41.13	-21.037	0
1	58	53.399	-23.168	0
1	59	67.074	-25.188	0
1	60	82.157	-27.183	0
1	61	98.674	-29.222	0
1	62	116.676	-31.347	0
1	63	136.227	-33.565	0
1	64	157.396	-35.844	0
1	65	180.25	-38.094	0
1	66	204.833	-40.166	0
1	67	230.787	-41.89	0
1	68	257.807	-43.238	0
1	69	285.786	-44.214	0
1	70	314.614	-44.826	0
1	71	344.177	-45.088	0
1	72	374.356	-45.016	0
1	73	405.034	-44.63	0
1	74	436.088	-43.95	0
1	75	467.396	-43.001	0
1	76	498.833	-41.807	0
1	77	530.275	-40.393	0
1	78	561.597	-38.785	0
1	79	592.675	-37.008	0
1	80	623.387	-35.087	0
1	81	653.61	-33.046	0
1	82	683.226	-30.909	0
1	83	712.116	-28.699	0
1	84	740.167	-26.437	0
1	85	767.267	-24.146	0
1	86	793.31	-21.847	0
1	87	818.192	-19.56	0
1	88	841.814	-17.307	0
1	89	864.085	-15.109	0
1	90	884.914	-12.986	0
1	91	904.22	-10.959	0
1	92	921.926	-9.049	0
1	93	937.963	-7.275	0
1	94	952.265	-5.657	0
1	95	964.778	-4.213	0
1	96	975.451	-2.96	0
1	97	984.242	-1.913	0
1	98	991.115	-1.084	0
1	99	996.045	-0.484	0
1	100	999.01	-0.121	0
1	0			
