#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.18	7.08	0
1	3	900.39	16.29	0
1	4	850.56	26.93	0
1	5	800.67	38.49	0
1	6	750.73	50.54	0
1	7	700.71	62.62	0
1	8	650.63	74.26	0
1	9	600.48	85.12	0
1	10	550.27	94.85	0
1	11	500	103.09	0
1	12	449.69	109.49	0
1	13	399.34	113.69	0
1	14	348.97	115.29	0
1	15	298.6	113.83	0
1	16	248.24	109.46	0
1	17	197.92	102.04	0
1	18	147.67	91.11	0
1	19	97.53	75.93	0
1	20	72.53	66.01	0
1	21	47.63	53.75	0
1	22	22.92	37.57	0
1	23	10.75	26.28	0
1	24	6	20.01	0
1	25	3.67	16.27	0
1	26	0	0	0
1	27	6.33	-15.27	0
1	28	9	-18.61	0
1	29	14.25	-24.14	0
1	30	27.08	-33.85	0
1	31	52.37	-47.43	0
1	32	77.47	-57.53	0
1	33	102.47	-65.59	0
1	34	152.33	-77.65	0
1	35	202.08	-86.12	0
1	36	251.76	-91.56	0
1	37	301.4	-94.39	0
1	38	351.03	-94.69	0
1	39	400.66	-92.27	0
1	40	450.31	-87.59	0
1	41	500	-81.03	0
1	42	549.73	-72.95	0
1	43	599.52	-63.7	0
1	44	649.37	-53.66	0
1	45	699.29	-43.18	0
1	46	749.27	-32.64	0
1	47	799.33	-22.57	0
1	48	849.44	-13.47	0
1	49	899.61	-5.95	0
1	50	949.82	-0.76	0
1	0			
