#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.23	8.05	0
1	3	900.46	18.35	0
1	4	850.63	29.67	0
1	5	800.74	41.33	0
1	6	750.77	52.9	0
1	7	700.73	63.98	0
1	8	650.65	74.25	0
1	9	600.47	83.38	0
1	10	550.26	91.03	0
1	11	500	96.71	0
1	12	449.72	99.96	0
1	13	399.42	100.7	0
1	14	349.12	99.16	0
1	15	298.84	95.66	0
1	16	248.58	90.23	0
1	17	198.35	82.7	0
1	18	148.18	72.76	0
1	19	98.09	59.71	0
1	20	73.11	51.53	0
1	21	48.19	41.78	0
1	22	23.4	29.32	0
1	23	11.1	21.16	0
1	24	6.25	16.73	0
1	25	3.88	13.82	0
1	26	0	0	0
1	27	6.12	-12.82	0
1	28	8.75	-15.33	0
1	29	13.9	-19.02	0
1	30	26.6	-25.6	0
1	31	51.81	-35.46	0
1	32	76.89	-43.05	0
1	33	101.91	-49.37	0
1	34	151.82	-59.3	0
1	35	201.65	-66.76	0
1	36	251.42	-72.33	0
1	37	301.16	-76.22	0
1	38	350.88	-78.56	0
1	39	400.58	-79.28	0
1	40	450.28	-78.06	0
1	41	500	-74.65	0
1	42	549.74	-69.13	0
1	43	599.53	-61.96	0
1	44	649.37	-53.65	0
1	45	699.27	-44.54	0
1	46	749.23	-35	0
1	47	799.26	-25.41	0
1	48	849.37	-16.21	0
1	49	899.54	-8.01	0
1	50	949.77	-1.73	0
1	0			
