#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.753	0.036	0
1	3	999.013	0.143	0
1	4	997.781	0.322	0
1	5	996.057	0.572	0
1	6	993.844	0.891	0
1	7	991.144	1.28	0
1	8	987.958	1.737	0
1	9	984.292	2.26	0
1	10	980.147	2.849	0
1	11	975.528	3.501	0
1	12	970.44	4.216	0
1	13	964.888	4.99	0
1	14	958.877	5.822	0
1	15	952.414	6.71	0
1	16	945.503	7.651	0
1	17	938.153	8.643	0
1	18	930.371	9.684	0
1	19	922.164	10.77	0
1	20	913.54	11.9	0
1	21	904.508	13.071	0
1	22	895.078	14.28	0
1	23	885.257	15.523	0
1	24	875.056	16.8	0
1	25	864.484	18.106	0
1	26	853.553	19.438	0
1	27	842.274	20.795	0
1	28	830.656	22.173	0
1	29	818.712	23.569	0
1	30	806.454	24.981	0
1	31	793.893	26.405	0
1	32	781.042	27.838	0
1	33	767.913	29.279	0
1	34	754.521	30.723	0
1	35	740.877	32.168	0
1	36	726.995	33.61	0
1	37	712.89	35.048	0
1	38	698.574	36.478	0
1	39	684.062	37.896	0
1	40	669.369	39.3	0
1	41	654.508	40.686	0
1	42	639.496	42.052	0
1	43	624.345	43.394	0
1	44	609.072	44.708	0
1	45	593.691	45.992	0
1	46	578.217	47.242	0
1	47	562.667	48.455	0
1	48	547.054	49.626	0
1	49	531.395	50.754	0
1	50	515.705	51.833	0
1	51	500	52.862	0
1	52	484.295	53.835	0
1	53	468.605	54.749	0
1	54	452.946	55.602	0
1	55	437.333	56.39	0
1	56	421.783	57.108	0
1	57	406.309	57.755	0
1	58	390.928	58.326	0
1	59	375.655	58.819	0
1	60	360.504	59.23	0
1	61	345.492	59.557	0
1	62	330.631	59.797	0
1	63	315.938	59.947	0
1	64	301.426	60.006	0
1	65	287.11	59.971	0
1	66	273.005	59.841	0
1	67	259.123	59.614	0
1	68	245.479	59.288	0
1	69	232.087	58.863	0
1	70	218.958	58.338	0
1	71	206.107	57.712	0
1	72	193.546	56.986	0
1	73	181.288	56.159	0
1	74	169.344	55.232	0
1	75	157.726	54.206	0
1	76	146.447	53.083	0
1	77	135.516	51.862	0
1	78	124.944	50.546	0
1	79	114.743	49.138	0
