#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.013	0.107	0
1	3	996.057	0.429	0
1	4	991.144	0.96	0
1	5	984.292	1.695	0
1	6	975.528	2.626	0
1	7	964.888	3.742	0
1	8	952.414	5.032	0
1	9	938.153	6.482	0
1	10	922.164	8.078	0
1	11	904.508	9.803	0
1	12	885.257	11.643	0
1	13	864.484	13.579	0
1	14	842.274	15.596	0
1	15	818.712	17.677	0
1	16	793.893	19.803	0
1	17	767.913	21.959	0
1	18	740.877	24.126	0
1	19	712.89	26.286	0
1	20	684.062	28.422	0
1	21	654.508	30.515	0
1	22	624.345	32.545	0
1	23	593.691	34.494	0
1	24	562.667	36.341	0
1	25	531.395	38.065	0
1	26	500	39.646	0
1	27	468.605	41.062	0
1	28	437.333	42.292	0
1	29	406.309	43.316	0
1	30	375.655	44.114	0
1	31	345.492	44.668	0
1	32	315.938	44.961	0
1	33	287.11	44.979	0
1	34	259.123	44.71	0
1	35	232.087	44.147	0
1	36	206.107	43.284	0
1	37	181.288	42.119	0
1	38	157.726	40.655	0
1	39	135.516	38.897	0
1	40	114.743	36.853	0
1	41	95.492	34.537	0
1	42	77.836	31.961	0
1	43	61.847	29.144	0
1	44	47.586	26.102	0
1	45	35.112	22.855	0
1	46	24.472	19.42	0
1	47	15.708	15.816	0
1	48	8.856	12.059	0
1	49	3.943	8.163	0
1	50	0.987	4.141	0
1	51	0	0	0
1	52	0.987	-4.141	0
1	53	3.943	-8.163	0
1	54	8.856	-12.059	0
1	55	15.708	-15.816	0
1	56	24.472	-19.42	0
1	57	35.112	-22.855	0
1	58	47.586	-26.102	0
1	59	61.847	-29.144	0
1	60	77.836	-31.961	0
1	61	95.492	-34.537	0
1	62	114.743	-36.853	0
1	63	135.516	-38.897	0
1	64	157.726	-40.655	0
1	65	181.288	-42.119	0
1	66	206.107	-43.284	0
1	67	232.087	-44.147	0
1	68	259.123	-44.71	0
1	69	287.11	-44.979	0
1	70	315.938	-44.961	0
1	71	345.492	-44.668	0
1	72	375.655	-44.114	0
1	73	406.309	-43.316	0
1	74	437.333	-42.292	0
1	75	468.605	-41.062	0
1	76	500	-39.646	0
1	77	531.395	-38.065	0
1	78	562.667	-36.341	0
1	79	593.691	-34.494	0
1	80	624.345	-32.545	0
1	81	654.508	-30.515	0
1	82	684.062	-28.422	0
1	83	712.89	-26.286	0
1	84	740.877	-24.126	0
1	85	767.913	-21.959	0
1	86	793.893	-19.803	0
1	87	818.712	-17.677	0
1	88	842.274	-15.596	0
1	89	864.484	-13.579	0
1	90	885.257	-11.643	0
1	91	904.508	-9.803	0
1	92	922.164	-8.078	0
1	93	938.153	-6.482	0
1	94	952.414	-5.032	0
1	95	964.888	-3.742	0
1	96	975.528	-2.626	0
1	97	984.292	-1.695	0
1	98	991.144	-0.96	0
1	99	996.057	-0.429	0
1	100	999.013	-0.107	0
1	0			
