#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.032	0.352	0
1	3	996.133	1.403	0
1	4	991.311	3.14	0
1	5	984.584	5.544	0
1	6	975.975	8.587	0
1	7	965.513	12.232	0
1	8	953.236	16.441	0
1	9	939.185	21.166	0
1	10	923.412	26.357	0
1	11	905.972	31.96	0
1	12	886.928	37.92	0
1	13	866.351	44.177	0
1	14	844.315	50.673	0
1	15	820.903	57.347	0
1	16	796.202	64.139	0
1	17	770.305	70.988	0
1	18	743.312	77.834	0
1	19	715.325	84.615	0
1	20	686.453	91.271	0
1	21	656.809	97.741	0
1	22	626.508	103.964	0
1	23	595.67	109.879	0
1	24	564.418	115.424	0
1	25	532.877	120.538	0
1	26	501.175	125.161	0
1	27	469.439	129.234	0
1	28	437.801	132.701	0
1	29	406.39	135.507	0
1	30	374.939	137.561	0
1	31	343.868	138.731	0
1	32	313.419	138.985	0
1	33	283.727	138.302	0
1	34	254.927	136.673	0
1	35	227.149	134.098	0
1	36	200.519	130.589	0
1	37	175.156	126.171	0
1	38	151.172	120.878	0
1	39	128.672	114.754	0
1	40	107.753	107.855	0
1	41	88.501	100.241	0
1	42	70.994	91.981	0
1	43	55.3	83.147	0
1	44	41.478	73.813	0
1	45	29.575	64.051	0
1	46	19.631	53.932	0
1	47	11.675	43.523	0
1	48	5.727	32.88	0
1	49	1.798	22.055	0
1	50	-0.109	11.085	0
1	51	0	0	0
1	52	2.083	-10.888	0
1	53	6.088	-21.27	0
1	54	11.986	-31.128	0
1	55	19.742	-40.443	0
1	56	29.312	-49.188	0
1	57	40.648	-57.337	0
1	58	53.695	-64.862	0
1	59	68.393	-71.734	0
1	60	84.678	-77.929	0
1	61	102.482	-83.423	0
1	62	121.734	-88.198	0
1	63	142.359	-92.242	0
1	64	164.281	-95.552	0
1	65	187.42	-98.13	0
1	66	211.696	-99.988	0
1	67	237.024	-101.146	0
1	68	263.32	-101.634	0
1	69	290.494	-101.488	0
1	70	318.457	-100.752	0
1	71	347.115	-99.474	0
1	72	376.371	-97.709	0
1	73	406.228	-95.512	0
1	74	436.866	-92.856	0
1	75	467.77	-89.757	0
1	76	498.825	-86.272	0
1	77	529.913	-82.456	0
1	78	560.915	-78.364	0
1	79	591.712	-74.047	0
1	80	622.182	-69.557	0
1	81	652.208	-64.938	0
1	82	681.671	-60.237	0
1	83	710.454	-55.493	0
1	84	738.442	-50.745	0
1	85	765.522	-46.028	0
1	86	791.584	-41.378	0
1	87	816.521	-36.827	0
1	88	840.232	-32.407	0
1	89	862.618	-28.149	0
1	90	883.585	-24.084	0
1	91	903.045	-20.241	0
1	92	920.916	-16.652	0
1	93	937.122	-13.345	0
1	94	951.591	-10.348	0
1	95	964.263	-7.688	0
1	96	975.081	-5.39	0
1	97	983.999	-3.477	0
1	98	990.976	-1.968	0
1	99	995.982	-0.879	0
1	100	998.994	-0.22	0
1	0			
