#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	11.37	0
1	3	900	20.04	0
1	4	800	38.68	0
1	5	700	55.02	0
1	6	600	68.56	0
1	7	500	77.7	0
1	8	400	81.24	0
1	9	300	80.78	0
1	10	250	76.85	0
1	11	200	72.32	0
1	12	150	64.49	0
1	13	100	53.66	0
1	14	75	47	0
1	15	50	38.73	0
1	16	25	26.97	0
1	17	12.5	17.88	0
1	18	0	0	0
1	19	12.5	-17.32	0
1	20	25	-22.83	0
1	21	50	-30.87	0
1	22	75	-35.5	0
1	23	100	-38.94	0
1	24	150	-44.01	0
1	25	200	-46.28	0
1	26	250	-47.15	0
1	27	300	-46.62	0
1	28	400	-42.36	0
1	29	500	-36.3	0
1	30	600	-28.44	0
1	31	700	-20.18	0
1	32	800	-12.12	0
1	33	900	-5.86	0
1	34	950	-3.33	0
1	0			
