#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.034	0.303	0
1	3	996.141	1.206	0
1	4	991.329	2.7	0
1	5	984.616	4.764	0
1	6	976.023	7.374	0
1	7	965.581	10.495	0
1	8	953.325	14.089	0
1	9	939.298	18.112	0
1	10	923.549	22.516	0
1	11	906.134	27.246	0
1	12	887.116	32.248	0
1	13	866.562	37.462	0
1	14	844.548	42.829	0
1	15	821.155	48.287	0
1	16	796.471	53.776	0
1	17	770.586	59.236	0
1	18	743.601	64.605	0
1	19	715.616	69.828	0
1	20	686.741	74.847	0
1	21	657.088	79.61	0
1	22	626.772	84.066	0
1	23	595.913	88.17	0
1	24	564.634	91.878	0
1	25	533.061	95.151	0
1	26	501.321	97.957	0
1	27	469.544	100.267	0
1	28	437.86	102.057	0
1	29	406.4	103.309	0
1	30	374.85	103.884	0
1	31	343.667	103.516	0
1	32	313.109	102.222	0
1	33	283.316	100.039	0
1	34	254.425	97.02	0
1	35	226.571	93.228	0
1	36	199.879	88.735	0
1	37	174.47	83.626	0
1	38	150.458	77.989	0
1	39	127.947	71.921	0
1	40	107.033	65.523	0
1	41	87.802	58.898	0
1	42	70.329	52.146	0
1	43	54.682	45.369	0
1	44	40.916	38.662	0
1	45	29.079	32.115	0
1	46	19.207	25.81	0
1	47	11.328	19.817	0
1	48	5.462	14.199	0
1	49	1.618	9.002	0
1	50	-0.2	4.262	0
1	51	0	0	0
1	52	2.174	-3.671	0
1	53	6.267	-6.648	0
1	54	12.251	-8.944	0
1	55	20.089	-10.577	0
1	56	29.736	-11.576	0
1	57	41.144	-11.973	0
1	58	54.256	-11.809	0
1	59	69.011	-11.13	0
1	60	85.343	-9.988	0
1	61	103.181	-8.442	0
1	62	122.453	-6.552	0
1	63	143.084	-4.385	0
1	64	164.995	-2.011	0
1	65	188.106	0.498	0
1	66	212.336	3.069	0
1	67	237.603	5.626	0
1	68	263.821	8.095	0
1	69	290.905	10.403	0
1	70	318.767	12.479	0
1	71	347.316	14.256	0
1	72	376.46	15.671	0
1	73	406.218	16.677	0
1	74	436.807	17.479	0
1	75	467.666	18.164	0
1	76	498.679	18.709	0
1	77	529.73	19.094	0
1	78	560.699	19.302	0
1	79	591.468	19.325	0
1	80	621.918	19.157	0
1	81	651.929	18.799	0
1	82	681.383	18.256	0
1	83	710.163	17.539	0
1	84	738.153	16.662	0
1	85	765.24	15.644	0
1	86	791.315	14.506	0
1	87	816.269	13.273	0
1	88	839.999	11.969	0
1	89	862.407	10.623	0
1	90	883.398	9.261	0
1	91	902.883	7.911	0
1	92	920.779	6.599	0
1	93	937.009	5.351	0
1	94	951.502	4.191	0
1	95	964.196	3.139	0
1	96	975.033	2.216	0
1	97	983.968	1.437	0
1	98	990.958	0.816	0
1	99	995.974	0.365	0
1	100	998.992	0.092	0
1	0			
