#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950	7.17	0
1	3	900	19.24	0
1	4	850	33.24	0
1	5	800	47.96	0
1	6	750	62.51	0
1	7	700	76.1	0
1	8	650	87.93	0
1	9	600	96.92	0
1	10	550	101.86	0
1	11	500	104.34	0
1	12	450	105	0
1	13	400	104.07	0
1	14	350	101.54	0
1	15	300	97.38	0
1	16	250	91.53	0
1	17	200	83.76	0
1	18	150	73.69	0
1	19	100	60.52	0
1	20	75	52.33	0
1	21	50	42.69	0
1	22	25	30.45	0
1	23	12.5	22.4	0
1	24	7.5	18.04	0
1	25	5	15.25	0
1	26	0	0	0
1	27	5	-15.25	0
1	28	7.5	-18.04	0
1	29	12.5	-22.4	0
1	30	25	-30.45	0
1	31	50	-42.69	0
1	32	75	-52.33	0
1	33	100	-60.52	0
1	34	150	-73.69	0
1	35	200	-83.76	0
1	36	250	-91.53	0
1	37	300	-97.38	0
1	38	350	-101.54	0
1	39	400	-104.07	0
1	40	450	-105	0
1	41	500	-104.34	0
1	42	550	-101.86	0
1	43	600	-96.92	0
1	44	650	-87.93	0
1	45	700	-76.1	0
1	46	750	-62.51	0
1	47	800	-47.96	0
1	48	850	-33.24	0
1	49	900	-19.24	0
1	50	950	-7.17	0
1	0			
