#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0.21	0
1	2	950.26	7.69	0
1	3	900.5	15.19	0
1	4	850.72	22.54	0
1	5	800.74	29.74	0
1	6	750.61	36.24	0
1	7	700.52	42.27	0
1	8	650.41	47.72	0
1	9	600.28	52.45	0
1	10	550.12	56.37	0
1	11	499.94	59.43	0
1	12	449.75	61.51	0
1	13	399.55	62.47	0
1	14	349.35	62.19	0
1	15	299.16	60.6	0
1	16	248.98	57.64	0
1	17	198.82	53.28	0
1	18	148.69	47.29	0
1	19	98.63	39.17	0
1	20	73.64	34	0
1	21	48.69	27.69	0
1	22	23.84	19.44	0
1	23	11.51	13.67	0
1	24	6.64	10.58	0
1	25	4.23	8.68	0
1	26	0	0	0
1	27	5.77	-7.56	0
1	28	8.36	-9	0
1	29	13.49	-11.25	0
1	30	26.16	-15.22	0
1	31	51.31	-20.47	0
1	32	76.36	-24.28	0
1	33	101.37	-27.25	0
1	34	151.31	-31.67	0
1	35	201.18	-34.68	0
1	36	251.02	-36.62	0
1	37	300.84	-37.64	0
1	38	350.65	-37.71	0
1	39	400.45	-36.89	0
1	40	450.25	-35.23	0
1	41	500.06	-32.83	0
1	42	549.88	-29.85	0
1	43	599.72	-26.41	0
1	44	649.59	-22.62	0
1	45	699.48	-18.61	0
1	46	749.39	-14.64	0
1	47	799.26	-11.04	0
1	48	849.28	-8.12	0
1	49	899.5	-5.39	0
1	50	949.74	-2.79	0
1	0			
