#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.23	8.81	0
1	3	900.49	17.39	0
1	4	850.7	26.18	0
1	5	800.84	34.92	0
1	6	750.89	43.44	0
1	7	700.87	51.53	0
1	8	650.76	58.99	0
1	9	600.57	65.62	0
1	10	550.31	71.25	0
1	11	500	75.67	0
1	12	449.64	78.94	0
1	13	399.24	80.62	0
1	14	348.82	80.59	0
1	15	298.4	78.72	0
1	16	248	74.99	0
1	17	197.65	69.29	0
1	18	147.35	61.38	0
1	19	97.18	50.63	0
1	20	72.18	43.79	0
1	21	47.27	35.44	0
1	22	22.57	24.6	0
1	23	10.41	17.19	0
1	24	5.67	13.2	0
1	25	3.36	10.71	0
1	26	0	0	0
1	27	6.64	-8.71	0
1	28	9.33	-10.4	0
1	29	14.59	-12.91	0
1	30	27.43	-17.16	0
1	31	52.73	-22.8	0
1	32	77.82	-26.85	0
1	33	102.82	-29.95	0
1	34	152.65	-34.46	0
1	35	202.35	-37.45	0
1	36	252	-39.19	0
1	37	301.6	-39.84	0
1	38	351.118	-39.39	0
1	39	400.76	-37.78	0
1	40	450.35	-35.14	0
1	41	500	-31.64	0
1	42	549.69	-27.45	0
1	43	599.43	-22.78	0
1	44	649.24	-17.99	0
1	45	699.13	-12.65	0
1	46	749.11	-7.64	0
1	47	799.16	-3.08	0
1	48	849.3	0.74	0
1	49	899.51	3.29	0
1	50	949.77	3.3	0
1	0			
