#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.028	0.28	0
1	3	996.114	1.118	0
1	4	991.269	2.502	0
1	5	984.511	4.417	0
1	6	975.863	6.84	0
1	7	965.357	9.742	0
1	8	953.03	13.092	0
1	9	938.927	16.852	0
1	10	923.1	20.981	0
1	11	905.606	25.435	0
1	12	886.51	30.17	0
1	13	865.884	35.137	0
1	14	843.805	40.288	0
1	15	820.355	45.576	0
1	16	795.624	50.95	0
1	17	769.707	56.361	0
1	18	742.703	61.761	0
1	19	714.716	67.102	0
1	20	685.856	72.333	0
1	21	656.234	77.406	0
1	22	625.967	82.274	0
1	23	595.175	86.888	0
1	24	563.98	91.2	0
1	25	532.507	95.164	0
1	26	500.881	98.732	0
1	27	469.231	101.86	0
1	28	437.684	104.506	0
1	29	406.37	106.63	0
1	30	375.118	108.152	0
1	31	344.274	108.955	0
1	32	314.048	109.018	0
1	33	284.573	108.328	0
1	34	255.976	106.884	0
1	35	228.383	104.692	0
1	36	201.916	101.767	0
1	37	176.689	98.133	0
1	38	152.811	93.824	0
1	39	130.383	88.88	0
1	40	109.5	83.348	0
1	41	90.248	77.283	0
1	42	72.704	70.743	0
1	43	56.937	63.787	0
1	44	43.005	56.478	0
1	45	30.959	48.877	0
1	46	20.841	41.042	0
1	47	12.683	33.027	0
1	48	6.509	24.879	0
1	49	2.334	16.639	0
1	50	0.165	8.339	0
1	51	0	0	0
1	52	1.809	-8.142	0
1	53	5.551	-15.854	0
1	54	11.204	-23.127	0
1	55	18.733	-29.947	0
1	56	28.102	-36.298	0
1	57	39.264	-42.163	0
1	58	52.168	-47.527	0
1	59	66.757	-52.374	0
1	60	82.968	-56.69	0
1	61	100.735	-60.465	0
1	62	119.986	-63.691	0
1	63	140.648	-66.368	0
1	64	162.642	-68.498	0
1	65	185.887	-70.092	0
1	66	210.299	-71.166	0
1	67	235.79	-71.741	0
1	68	262.271	-71.846	0
1	69	289.648	-71.514	0
1	70	317.827	-70.785	0
1	71	346.709	-69.698	0
1	72	376.192	-68.3	0
1	73	406.249	-66.634	0
1	74	436.983	-64.661	0
1	75	467.979	-62.383	0
1	76	499.119	-59.843	0
1	77	530.284	-57.082	0
1	78	561.353	-54.14	0
1	79	592.206	-51.056	0
1	80	622.723	-47.866	0
1	81	652.783	-44.603	0
1	82	682.269	-41.298	0
1	83	711.063	-37.979	0
1	84	739.051	-34.672	0
1	85	766.12	-31.401	0
1	86	792.161	-28.189	0
1	87	817.069	-25.056	0
1	88	840.743	-22.022	0
1	89	863.085	-19.108	0
1	90	884.003	-16.333	0
1	91	903.411	-13.716	0
1	92	921.228	-11.276	0
1	93	937.38	-9.031	0
1	94	951.797	-6.999	0
1	95	964.419	-5.198	0
1	96	975.193	-3.643	0
1	97	984.072	-2.35	0
1	98	991.018	-1.33	0
1	99	996.001	-0.594	0
1	100	998.999	-0.149	0
1	0			
