#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	999.037	0.309	0
1	3	996.151	1.232	0
1	4	991.352	2.758	0
1	5	984.655	4.869	0
1	6	976.083	7.538	0
1	7	965.665	10.733	0
1	8	953.435	14.418	0
1	9	939.436	18.548	0
1	10	923.716	23.078	0
1	11	906.329	27.956	0
1	12	887.337	33.129	0
1	13	866.808	38.541	0
1	14	844.816	44.135	0
1	15	821.442	49.855	0
1	16	796.771	55.641	0
1	17	770.896	61.436	0
1	18	743.914	67.184	0
1	19	715.928	72.827	0
1	20	687.047	78.31	0
1	21	657.38	83.579	0
1	22	627.046	88.583	0
1	23	596.163	93.269	0
1	24	564.855	97.589	0
1	25	533.247	101.497	0
1	26	501.468	104.949	0
1	27	469.648	107.906	0
1	28	437.918	110.33	0
1	29	406.411	112.189	0
1	30	374.76	113.37	0
1	31	343.463	113.676	0
1	32	312.791	113.102	0
1	33	282.886	111.659	0
1	34	253.887	109.371	0
1	35	225.931	106.272	0
1	36	199.146	102.405	0
1	37	173.657	97.824	0
1	38	149.578	92.592	0
1	39	127.017	86.78	0
1	40	106.071	80.464	0
1	41	86.827	73.724	0
1	42	69.365	66.644	0
1	43	53.749	59.307	0
1	44	40.037	51.795	0
1	45	28.275	44.187	0
1	46	18.499	36.555	0
1	47	10.734	28.966	0
1	48	4.999	21.476	0
1	49	1.3	14.131	0
1	50	-0.364	6.965	0
1	51	0	0	0
1	52	2.337	-6.57	0
1	53	6.586	-12.561	0
1	54	12.714	-17.973	0
1	55	20.682	-22.806	0
1	56	30.445	-27.066	0
1	57	41.948	-30.758	0
1	58	55.136	-33.892	0
1	59	69.944	-36.48	0
1	60	86.307	-38.538	0
1	61	104.156	-40.087	0
1	62	123.416	-41.149	0
1	63	144.015	-41.756	0
1	64	165.875	-41.94	0
1	65	188.919	-41.741	0
1	66	213.068	-41.202	0
1	67	238.242	-40.369	0
1	68	264.359	-39.295	0
1	69	291.335	-38.031	0
1	70	319.085	-36.635	0
1	71	347.52	-35.161	0
1	72	376.55	-33.666	0
1	73	406.208	-32.198	0
1	74	436.749	-30.639	0
1	75	467.562	-28.952	0
1	76	498.532	-27.172	0
1	77	529.544	-25.334	0
1	78	560.479	-23.469	0
1	79	591.218	-21.605	0
1	80	621.644	-19.767	0
1	81	651.637	-17.974	0
1	82	681.078	-16.241	0
1	83	709.851	-14.582	0
1	84	737.84	-13.005	0
1	85	764.931	-11.517	0
1	86	791.015	-10.119	0
1	87	815.982	-8.815	0
1	88	839.731	-7.603	0
1	89	862.161	-6.484	0
1	90	883.176	-5.456	0
1	91	902.688	-4.518	0
1	92	920.612	-3.668	0
1	93	936.87	-2.906	0
1	94	951.392	-2.231	0
1	95	964.111	-1.644	0
1	96	974.973	-1.145	0
1	97	983.928	-0.735	0
1	98	990.935	-0.414	0
1	99	995.964	-0.184	0
1	100	998.99	-0.046	0
1	0			
