#Group	Point	X_cord	Y_cord	Z_cord
1	1	1000	0	0
1	2	950.12	5.78	0
1	3	900.23	11.82	0
1	4	850.31	17.8	0
1	5	800.34	23.39	0
1	6	750.34	28.48	0
1	7	700.31	32.88	0
1	8	650.26	36.41	0
1	9	600.18	38.86	0
1	10	550.09	40.2	0
1	11	500	40.88	0
1	12	449.9	40.95	0
1	13	399.81	40.42	0
1	14	349.71	39.29	0
1	15	299.62	37.54	0
1	16	249.54	35.13	0
1	17	199.47	31.96	0
1	18	149.42	27.91	0
1	19	99.39	22.68	0
1	20	74.39	19.47	0
1	21	49.41	15.72	0
1	22	24.47	11.02	0
1	23	12.02	7.98	0
1	24	7.07	6.22	0
1	25	4.61	5.09	0
1	26	0	0	0
1	27	5.39	-4.09	0
1	28	7.93	-4.82	0
1	29	12.98	-5.84	0
1	30	25.53	-7.3	0
1	31	50.59	-9.4	0
1	32	75.61	-10.99	0
1	33	100.61	-12.34	0
1	34	150.58	-14.45	0
1	35	200.53	-16.04	0
1	36	250.46	-17.23	0
1	37	300.38	-18.1	0
1	38	350.29	-18.69	0
1	39	400.19	-19	0
1	40	450.1	-19.05	0
1	41	500	-18.82	0
1	42	549.91	-18.3	0
1	43	599.82	-17.44	0
1	44	649.74	-15.81	0
1	45	699.69	-13.44	0
1	46	749.66	-10.58	0
1	47	799.66	-7.47	0
1	48	849.69	-4.34	0
1	49	899.77	-1.48	0
1	50	949.88	0.54	0
1	0			
